Feature	Pfam
0	PF00196
1	PF00072
2	PF00183
3	PF02518
4	PF06325
5	PF00512
6	PF02518
7	PF17158
8	PF00990
9	PF00109
10	PF00501
11	PF16197
12	PF02801
13	PF00668
14	PF00550
15	PF00550
16	PF08659
17	PF00698
18	PF08240
19	PF14765
20	PF00107
21	PF13193
22	PF00005
23	PF00893
24	PF03473
25	PF03475
26	PF13237
27	PF12801
28	PF12801
29	PF00005
30	PF00005
31	PF00268
32	PF00532
33	PF00356
34	PF00196
35	PF00072
36	PF00486
37	PF01258
38	PF00384
39	PF01568
40	PF04879
41	PF02737
42	PF00725
43	PF00725
44	PF00378
45	PF13500
46	PF01515
47	PF07085
48	PF00593
49	PF07715
50	PF05681
51	PF05683
52	PF00408
53	PF02878
54	PF02879
55	PF02880
56	PF00196
57	PF00072
58	PF01467
59	PF00294
60	PF00456
61	PF07690
62	PF00677
63	PF00677
64	PF08501
65	PF00196
66	PF08447
67	PF00015
68	PF02739
69	PF01367
70	PF01979
71	PF06831
72	PF01149
73	PF06827
74	PF02870
75	PF02805
76	PF12833
77	PF01035
78	PF00358
79	PF00381
80	PF00359
81	PF02302
82	PF03775
83	PF05209
84	PF00267
85	PF00370
86	PF02782
87	PF00406
88	PF05191
89	PF01597
90	PF10798
91	PF06445
92	PF01321
93	PF00557
94	PF00005
95	PF00133
96	PF00133
97	PF00133
98	PF08264
99	PF13603
100	PF02878
101	PF00408
102	PF02879
103	PF02880
104	PF01170
105	PF02926
106	PF10672
107	PF00128
108	PF02806
109	PF00490
110	PF11115
111	PF02082
112	PF14450
113	PF02491
114	PF07690
115	PF02896
116	PF05524
117	PF00359
118	PF00381
119	PF00391
120	PF01161
121	PF00849
122	PF01479
123	PF04390
124	PF00155
125	PF00367
126	PF02378
127	PF01546
128	PF07687
129	PF00923
130	PF02033
131	PF00999
132	PF02254
133	PF03061
134	PF02746
135	PF13378
136	PF00675
137	PF05193
138	PF05193
139	PF05985
140	PF02395
141	PF13018
142	PF03797
143	PF00486
144	PF00072
145	PF00756
146	PF00238
147	PF01649
148	PF01411
149	PF07973
150	PF02272
151	PF13086
152	PF13091
153	PF13087
154	PF00330
155	PF00694
156	PF00346
157	PF00346
158	PF00329
159	PF00374
160	PF05488
161	PF00126
162	PF03466
163	PF00310
164	PF01493
165	PF04898
166	PF01645
167	PF02746
168	PF13378
169	PF13377
170	PF00356
171	PF02501
172	PF07963
173	PF00672
174	PF00512
175	PF02518
176	PF00420
177	PF00324
178	PF14503
179	PF14502
180	PF01144
181	PF13419
182	PF17203
183	PF00989
184	PF02518
185	PF14689
186	PF07969
187	PF05951
188	PF00874
189	PF00874
190	PF03123
191	PF13332
192	PF13332
193	PF13332
194	PF05594
195	PF05594
196	PF14520
197	PF12826
198	PF03120
199	PF03119
200	PF00533
201	PF01653
202	PF00005
203	PF00072
204	PF00196
205	PF00381
206	PF02653
207	PF00205
208	PF02775
209	PF02776
210	PF00912
211	PF17092
212	PF00905
213	PF01177
214	PF04375
215	PF02358
216	PF06154
217	PF06429
218	PF07559
219	PF00460
220	PF00528
221	PF13193
222	PF00501
223	PF13192
224	PF07992
225	PF00202
226	PF08245
227	PF01225
228	PF02875
229	PF03629
230	PF00293
231	PF00270
232	PF00271
233	PF01225
234	PF02875
235	PF08245
236	PF00202
237	PF10431
238	PF06689
239	PF07724
240	PF03843
241	PF03502
242	PF00467
243	PF17136
244	PF02321
245	PF02321
246	PF01272
247	PF03449
248	PF00528
249	PF00419
250	PF02378
251	PF00367
252	PF00809
253	PF13417
254	PF00043
255	PF03328
256	PF13985
257	PF07072
258	PF00465
259	PF00106
260	PF07690
261	PF00005
262	PF08352
263	PF00005
264	PF00005
265	PF00367
266	PF02378
267	PF00358
268	PF02899
269	PF00589
270	PF02421
271	PF07670
272	PF07670
273	PF07664
274	PF02401
275	PF04060
276	PF14697
277	PF00248
278	PF00248
279	PF02911
280	PF00551
281	PF04055
282	PF06969
283	PF00448
284	PF02881
285	PF02844
286	PF01071
287	PF02843
288	PF00366
289	PF03603
290	PF02080
291	PF00999
292	PF03471
293	PF12836
294	PF01323
295	PF00282
296	PF07273
297	PF03477
298	PF01228
299	PF06786
300	PF00563
301	PF05231
302	PF00795
303	PF07859
304	PF12836
305	PF09371
306	PF00575
307	PF16921
308	PF12833
309	PF02311
310	PF00664
311	PF00005
312	PF02839
313	PF03737
314	PF00383
315	PF08211
316	PF01872
317	PF00383
318	PF00753
319	PF00301
320	PF00258
321	PF07992
322	PF02391
323	PF01848
324	PF01479
325	PF00849
326	PF02416
327	PF01810
328	PF01266
329	PF04324
330	PF04348
331	PF00119
332	PF00501
333	PF00668
334	PF00975
335	PF00550
336	PF13193
337	PF12706
338	PF11726
339	PF12323
340	PF01385
341	PF00854
342	PF02911
343	PF01370
344	PF00551
345	PF03621
346	PF00890
347	PF02910
348	PF00005
349	PF00005
350	PF00501
351	PF16197
352	PF00881
353	PF00668
354	PF02801
355	PF00109
356	PF00550
357	PF00550
358	PF00701
359	PF12822
360	PF01058
361	PF14720
362	PF03466
363	PF00126
364	PF00392
365	PF07729
366	PF13361
367	PF00580
368	PF00709
369	PF00925
370	PF02653
371	PF00158
372	PF01590
373	PF00455
374	PF08220
375	PF04235
376	PF07963
377	PF11612
378	PF04356
379	PF00692
380	PF00149
381	PF04290
382	PF00083
383	PF00175
384	PF00970
385	PF00111
386	PF13637
387	PF12796
388	PF02874
389	PF00006
390	PF00306
391	PF00999
392	PF02254
393	PF17157
394	PF00990
395	PF00563
396	PF02767
397	PF02768
398	PF00712
399	PF00176
400	PF00271
401	PF01430
402	PF00378
403	PF03144
404	PF00009
405	PF03143
