Feature	Pfam
0	PF05954
1	PF00015
2	PF00672
3	PF02203
4	PF02424
5	PF13806
6	PF13409
7	PF13410
8	PF10840
9	PF03737
10	PF00345
11	PF02753
12	PF13561
13	PF04055
14	PF06968
15	PF01012
16	PF00766
17	PF13186
18	PF04055
19	PF13353
20	PF00348
21	PF13899
22	PF02683
23	PF11412
24	PF01894
25	PF08281
26	PF04542
27	PF13518
28	PF13518
29	PF13276
30	PF00665
31	PF07963
32	PF12528
33	PF00004
34	PF10431
35	PF02861
36	PF07724
37	PF05728
38	PF00072
39	PF00486
40	PF00672
41	PF00512
42	PF02518
43	PF01743
44	PF12626
45	PF12627
46	PF07690
47	PF01264
48	PF01206
49	PF00005
50	PF08402
51	PF02613
52	PF14450
53	PF02491
54	PF01966
55	PF01121
56	PF03573
57	PF03006
58	PF08274
59	PF03831
60	PF00581
61	PF00581
62	PF13407
63	PF03471
64	PF03741
65	PF12836
66	PF16921
67	PF00575
68	PF09371
69	PF00563
70	PF04940
71	PF02080
72	PF02080
73	PF02254
74	PF02254
75	PF00482
76	PF00482
77	PF00313
78	PF00271
79	PF00270
80	PF02283
81	PF03881
82	PF00005
83	PF00005
84	PF00126
85	PF03466
86	PF03129
87	PF00587
88	PF07973
89	PF02824
90	PF00534
91	PF00710
92	PF07702
93	PF00392
94	PF01546
95	PF07687
96	PF13802
97	PF01055
98	PF04055
99	PF13353
100	PF06463
101	PF00551
102	PF02911
103	PF00501
104	PF13193
105	PF04303
106	PF08220
107	PF00455
108	PF00128
109	PF02922
110	PF01022
111	PF03333
112	PF00126
113	PF03466
114	PF00730
115	PF14815
116	PF10576
117	PF00633
118	PF01627
119	PF02518
120	PF00512
121	PF00072
122	PF03829
123	PF07813
124	PF03610
125	PF01551
126	PF04024
127	PF05036
128	PF00035
129	PF14622
130	PF01520
131	PF11741
132	PF00577
133	PF13953
134	PF13954
135	PF02518
136	PF00497
137	PF00497
138	PF00072
139	PF00512
140	PF00072
141	PF06693
142	PF00301
143	PF00753
144	PF00258
145	PF01458
146	PF01904
147	PF00136
148	PF03104
149	PF03104
150	PF00571
151	PF00571
152	PF00478
153	PF01386
154	PF05175
155	PF03466
156	PF00126
157	PF05591
158	PF01464
159	PF00871
160	PF00528
161	PF13291
162	PF02824
163	PF04607
164	PF13328
165	PF08032
166	PF00588
167	PF03937
168	PF03802
169	PF00376
170	PF09278
171	PF00293
172	PF02518
173	PF00512
174	PF08521
175	PF00828
176	PF02852
177	PF07992
178	PF13354
179	PF01218
180	PF12833
181	PF10282
182	PF01709
183	PF03483
184	PF03484
185	PF03147
186	PF01588
187	PF02464
188	PF01612
189	PF00570
190	PF16200
191	PF01145
192	PF03466
193	PF00126
194	PF13378
195	PF02746
196	PF02954
197	PF00158
198	PF00072
199	PF05362
200	PF02190
201	PF00004
202	PF00270
203	PF00271
204	PF17191
205	PF16177
206	PF00501
207	PF13193
208	PF01043
209	PF07517
210	PF02810
211	PF07516
212	PF13416
213	PF00111
214	PF00970
215	PF00175
216	PF10636
217	PF00873
218	PF01597
219	PF04055
220	PF00919
221	PF01487
222	PF08240
223	PF00107
224	PF12833
225	PF02770
226	PF00441
227	PF00075
228	PF01471
229	PF13401
230	PF00107
231	PF08240
232	PF06744
233	PF14331
234	PF06761
235	PF04452
236	PF01522
237	PF00210
238	PF01018
239	PF01926
240	PF00282
241	PF07166
242	PF13533
243	PF13437
244	PF14281
245	PF17263
246	PF01323
247	PF01503
248	PF01502
249	PF01026
250	PF00005
251	PF00512
252	PF16527
253	PF00672
254	PF02518
255	PF00532
256	PF05494
257	PF00118
258	PF00378
259	PF13708
260	PF08254
261	PF00248
262	PF00216
263	PF00027
264	PF00271
265	PF00270
266	PF01965
267	PF07219
268	PF07719
269	PF00596
270	PF00044
271	PF02800
272	PF00849
273	PF01479
274	PF13419
275	PF00591
276	PF07831
277	PF02885
278	PF01330
279	PF14520
280	PF07499
281	PF00356
282	PF13377
283	PF13091
284	PF13091
285	PF07702
286	PF00392
287	PF03461
288	PF00270
289	PF00271
290	PF02559
291	PF07724
292	PF10431
293	PF00004
294	PF00175
295	PF00042
296	PF00970
297	PF01047
298	PF01432
299	PF04257
300	PF00664
301	PF00005
302	PF01497
303	PF00208
304	PF02812
305	PF00550
306	PF01250
307	PF00480
308	PF00005
309	PF00005
310	PF00795
311	PF00543
312	PF13518
313	PF13276
314	PF00665
315	PF03797
316	PF16168
317	PF16168
318	PF03212
319	PF01571
320	PF13614
321	PF13807
322	PF02706
323	PF12696
324	PF01544
325	PF00106
326	PF04348
327	PF13985
328	PF02560
329	PF02810
330	PF02810
331	PF07715
332	PF00593
333	PF13116
334	PF13502
335	PF08223
336	PF07848
337	PF02611
338	PF01476
339	PF01551
340	PF00149
341	PF02872
342	PF00162
343	PF00311
344	PF02152
345	PF00936
346	PF13616
347	PF00639
348	PF09312
349	PF00860
350	PF00133
351	PF08264
352	PF06827
353	PF00005
354	PF00111
355	PF01127
356	PF13091
357	PF13091
358	PF13396
359	PF03609
360	PF00126
361	PF03466
362	PF04408
363	PF08482
364	PF00271
365	PF00270
366	PF00486
367	PF13525
368	PF00528
369	PF13353
370	PF13186
371	PF04055
372	PF02978
373	PF00448
374	PF02881
375	PF00440
376	PF13977
377	PF13375
378	PF01512
379	PF12838
380	PF10531
381	PF01451
382	PF07670
383	PF01612
384	PF02739
385	PF00476
386	PF01367
387	PF00345
388	PF02753
389	PF13187
390	PF04055
391	PF01197
392	PF00986
393	PF01751
394	PF00204
395	PF02518
396	PF00697
397	PF00218
398	PF03609
399	PF09330
400	PF01565
401	PF01381
402	PF16881
403	PF04055
404	PF00254
405	PF00848
406	PF00355
407	PF02615
408	PF00005
409	PF00005
410	PF04760
411	PF04760
412	PF08364
413	PF11987
414	PF00009
415	PF00370
416	PF02782
417	PF12344
418	PF04851
419	PF00271
420	PF02151
421	PF00990
422	PF17158
423	PF00196
424	PF00072
425	PF04408
426	PF00271
427	PF11898
428	PF00270
429	PF07717
430	PF04166
431	PF10679
432	PF03466
433	PF00126
434	PF00677
435	PF00677
436	PF12792
437	PF00563
438	PF00456
439	PF04551
440	PF04245
441	PF00581
442	PF00581
443	PF00294
444	PF00384
445	PF13510
446	PF10588
447	PF01568
448	PF04879
449	PF13344
450	PF13242
451	PF02874
452	PF00006
453	PF00306
454	PF00072
455	PF02769
456	PF00586
457	PF06185
458	PF00117
459	PF02885
460	PF00591
461	PF07498
462	PF07497
463	PF00006
464	PF00037
465	PF00355
466	PF00848
467	PF04542
468	PF04545
469	PF00576
470	PF01479
471	PF14718
472	PF01464
473	PF02142
474	PF02786
475	PF02786
476	PF02787
477	PF03308
478	PF00471
479	PF01817
480	PF00800
481	PF00155
482	PF00854
483	PF00551
484	PF04055
485	PF13353
486	PF00375
487	PF06062
488	PF01381
489	PF04358
490	PF01000
491	PF01193
492	PF03118
493	PF06754
494	PF06983
495	PF00293
496	PF03358
497	PF02774
498	PF01118
499	PF00171
500	PF00294
501	PF01297
502	PF01609
503	PF01609
504	PF01609
505	PF07479
506	PF01210
507	PF13005
508	PF13007
509	PF13817
510	PF03050
511	PF06183
512	PF12833
513	PF05036
514	PF00330
515	PF00664
516	PF00005
517	PF00239
518	PF03119
519	PF12826
520	PF03120
521	PF00533
522	PF14520
523	PF01653
524	PF07085
525	PF01515
526	PF13500
527	PF02653
528	PF00854
529	PF03572
530	PF00595
531	PF11818
532	PF00528
533	PF12911
534	PF05638
535	PF02405
536	PF00126
537	PF03466
538	PF00005
539	PF12399
540	PF08238
541	PF08238
542	PF08238
543	PF08238
544	PF03755
545	PF08340
546	PF00215
547	PF10692
548	PF00528
549	PF00873
550	PF01541
551	PF04542
552	PF04546
553	PF04545
554	PF00140
555	PF03979
556	PF04539
557	PF00496
558	PF01136
559	PF12392
560	PF02706
561	PF03958
562	PF03958
563	PF03958
564	PF00263
565	PF00521
566	PF03989
567	PF03989
568	PF00708
569	PF01047
570	PF07690
571	PF01179
572	PF02728
573	PF02727
574	PF07833
575	PF01791
576	PF00486
577	PF00072
578	PF04012
579	PF00496
580	PF00072
581	PF02518
582	PF01627
583	PF00989
584	PF00512
585	PF03099
586	PF01037
587	PF13404
588	PF00589
589	PF13356
590	PF13419
591	PF00486
592	PF00072
593	PF06174
594	PF00005
595	PF00072
596	PF00486
597	PF12833
598	PF02311
599	PF01676
600	PF06415
601	PF03948
602	PF01281
603	PF00122
604	PF00702
605	PF10417
606	PF00578
607	PF12804
608	PF00557
609	PF05195
610	PF10415
611	PF00206
612	PF00391
613	PF00359
614	PF05524
615	PF00381
616	PF02896
617	PF00512
618	PF00672
619	PF02518
620	PF00356
621	PF13377
622	PF06877
623	PF01168
624	PF05958
625	PF01938
626	PF13416
627	PF13419
628	PF08352
629	PF00005
630	PF03099
631	PF08279
632	PF02237
633	PF10672
634	PF00356
635	PF13377
636	PF13980
637	PF00857
638	PF13377
639	PF12833
640	PF03717
641	PF00905
642	PF07992
643	PF14691
644	PF13247
645	PF01238
646	PF03825
647	PF03328
648	PF00486
649	PF00072
650	PF00589
651	PF13356
652	PF05164
653	PF00005
654	PF02253
655	PF01032
656	PF01713
657	PF07992
658	PF04324
659	PF03460
660	PF01077
661	PF04074
662	PF01965
663	PF10431
664	PF06689
665	PF07724
666	PF00534
667	PF00258
668	PF00175
669	PF00667
670	PF02384
671	PF07972
672	PF01790
673	PF02629
674	PF00549
675	PF13007
676	PF03050
677	PF13817
678	PF13005
679	PF13007
680	PF03050
681	PF13817
682	PF13005
683	PF00849
684	PF00881
685	PF01799
686	PF00111
687	PF02776
688	PF00205
689	PF02775
690	PF03960
691	PF03889
692	PF00267
693	PF00293
694	PF00149
695	PF12320
696	PF00149
697	PF00479
698	PF02781
699	PF07338
700	PF03938
701	PF00990
702	PF17156
703	PF02592
704	PF00501
705	PF13193
706	PF00111
707	PF03476
708	PF03473
709	PF08461
710	PF00575
711	PF00773
712	PF08206
713	PF08206
714	PF12800
715	PF13247
716	PF00988
717	PF00117
718	PF01471
719	PF03734
720	PF08282
721	PF00108
722	PF02803
723	PF03733
724	PF03733
725	PF03212
726	PF03797
727	PF08402
728	PF00005
729	PF00455
730	PF08220
731	PF00158
732	PF00989
733	PF02954
734	PF00497
735	PF01418
736	PF01380
737	PF00009
738	PF03144
739	PF00679
740	PF06421
741	PF00271
742	PF00176
743	PF12137
744	PF12146
745	PF13476
746	PF00403
747	PF00403
748	PF00702
749	PF00122
750	PF00398
751	PF05681
752	PF05683
753	PF08525
754	PF01551
755	PF01476
756	PF02635
757	PF00056
758	PF02866
759	PF00834
760	PF06440
761	PF00816
762	PF00497
763	PF00293
764	PF16353
765	PF02837
766	PF02836
767	PF00703
768	PF02929
769	PF00929
770	PF06004
771	PF02875
772	PF08245
773	PF01225
774	PF00367
775	PF02378
776	PF10610
777	PF02410
778	PF01527
779	PF13276
780	PF00665
781	PF01527
782	PF13276
783	PF00665
784	PF00005
785	PF03279
786	PF10799
787	PF12794
788	PF00924
789	PF12795
790	PF00171
791	PF04055
792	PF06968
793	PF02769
794	PF00586
795	PF04288
796	PF06039
797	PF03602
798	PF02518
799	PF00512
800	PF00941
801	PF03450
802	PF13353
803	PF00083
804	PF08946
805	PF00990
806	PF01479
807	PF00849
808	PF07690
809	PF01479
810	PF00849
811	PF00196
812	PF05524
813	PF02896
814	PF00391
815	PF00474
816	PF00271
817	PF00270
818	PF02518
819	PF00512
820	PF13492
821	PF02702
822	PF13493
823	PF01527
824	PF00072
825	PF00158
826	PF02954
827	PF10576
828	PF00633
829	PF00730
830	PF01578
831	PF12221
832	PF01145
833	PF07338
834	PF10832
835	PF00625
836	PF01943
837	PF02843
838	PF01071
839	PF02844
840	PF00325
841	PF00027
842	PF13673
843	PF13230
844	PF00005
845	PF08264
846	PF00133
847	PF00133
848	PF00133
849	PF13603
850	PF03776
851	PF01820
852	PF07478
853	PF15977
854	PF01746
855	PF13410
856	PF02798
857	PF02669
858	PF00725
859	PF00725
860	PF02737
861	PF13416
862	PF04379
863	PF13185
864	PF00990
865	PF00308
866	PF08299
867	PF11638
868	PF16353
869	PF02929
870	PF00703
871	PF02836
872	PF02837
873	PF13412
874	PF01037
875	PF15606
876	PF03527
877	PF05593
878	PF05593
879	PF05593
880	PF05593
881	PF05593
882	PF05593
883	PF02746
884	PF13378
885	PF04060
886	PF14697
887	PF03548
888	PF12800
889	PF13247
890	PF09163
891	PF07690
892	PF00106
893	PF03466
894	PF00126
895	PF01077
896	PF01077
897	PF03460
898	PF03460
899	PF08240
900	PF00107
901	PF01964
902	PF13667
903	PF13954
904	PF00577
905	PF13953
906	PF00303
907	PF02515
908	PF00344
909	PF13183
910	PF02589
911	PF11870
912	PF08019
913	PF00884
914	PF00392
915	PF07702
916	PF00005
917	PF00885
918	PF01016
919	PF00160
920	PF08437
921	PF01501
922	PF00571
923	PF00571
924	PF01380
925	PF05130
926	PF02779
927	PF02780
928	PF00456
929	PF03709
930	PF01276
931	PF03711
932	PF07201
933	PF06628
934	PF00199
935	PF01336
936	PF00152
937	PF07729
938	PF00392
939	PF01208
940	PF00817
941	PF11799
942	PF11798
943	PF00248
944	PF00085
945	PF14559
946	PF14561
947	PF13454
948	PF12838
949	PF08335
950	PF01909
951	PF01842
952	PF01842
953	PF01966
954	PF09984
955	PF00512
956	PF02518
957	PF01627
958	PF00072
959	PF04972
960	PF01476
961	PF00696
962	PF02525
963	PF02151
964	PF08459
965	PF14520
966	PF01541
967	PF06445
968	PF00588
969	PF03486
970	PF08338
971	PF01370
972	PF03466
973	PF00126
974	PF02578
975	PF01227
976	PF00158
977	PF02954
978	PF06506
979	PF13720
980	PF00132
981	PF00132
982	PF00460
983	PF06429
984	PF16576
985	PF01261
986	PF10609
987	PF13279
988	PF02767
989	PF02768
990	PF00712
991	PF00749
992	PF08986
993	PF12850
994	PF13416
995	PF02657
996	PF07963
997	PF02501
998	PF00181
999	PF03947
1000	PF00485
1001	PF01074
1002	PF09261
1003	PF07748
1004	PF04231
1005	PF03934
1006	PF00196
1007	PF12833
1008	PF01259
1009	PF00815
1010	PF14840
1011	PF06144
1012	PF00682
1013	PF07836
1014	PF03144
1015	PF00009
1016	PF03143
1017	PF00324
1018	PF00496
1019	PF01032
1020	PF01032
1021	PF02518
1022	PF00512
1023	PF13435
1024	PF09699
1025	PF01924
1026	PF02548
1027	PF05127
1028	PF17176
1029	PF13718
1030	PF08351
1031	PF02776
1032	PF00205
1033	PF02775
1034	PF00155
1035	PF08267
1036	PF01717
1037	PF03144
1038	PF00009
1039	PF03143
1040	PF00294
1041	PF10685
1042	PF10685
1043	PF00664
1044	PF00005
1045	PF03925
1046	PF17206
1047	PF00419
1048	PF00437
1049	PF05157
1050	PF02610
1051	PF11762
1052	PF02878
1053	PF00408
1054	PF02879
1055	PF02880
1056	PF01381
1057	PF07883
1058	PF12790
1059	PF00392
1060	PF00155
1061	PF02261
1062	PF02800
1063	PF00044
1064	PF00126
1065	PF03466
1066	PF05362
1067	PF13654
1068	PF14759
1069	PF07992
1070	PF00664
1071	PF00005
1072	PF00206
1073	PF10415
1074	PF08139
1075	PF07356
1076	PF04295
1077	PF08666
1078	PF02798
1079	PF00043
1080	PF00111
1081	PF00175
1082	PF00970
1083	PF07715
1084	PF00593
1085	PF00893
1086	PF01183
1087	PF01380
1088	PF01380
1089	PF13522
1090	PF07690
1091	PF00359
1092	PF08282
1093	PF00270
1094	PF13307
1095	PF06733
1096	PF00370
1097	PF02782
1098	PF00588
1099	PF03797
1100	PF03212
1101	PF07730
1102	PF00672
1103	PF02518
1104	PF13675
1105	PF00664
1106	PF00005
1107	PF03061
1108	PF03631
1109	PF13432
1110	PF16331
1111	PF13174
1112	PF13561
1113	PF13361
1114	PF00580
1115	PF12462
1116	PF00126
1117	PF03466
1118	PF03466
1119	PF00126
1120	PF02463
1121	PF04127
1122	PF02441
1123	PF02378
1124	PF00358
1125	PF00367
1126	PF03466
1127	PF00126
1128	PF08918
1129	PF02518
1130	PF01042
1131	PF03123
1132	PF00874
1133	PF13561
1134	PF00563
1135	PF12792
1136	PF01274
1137	PF02885
1138	PF05681
1139	PF05683
1140	PF07690
1141	PF00528
1142	PF01512
1143	PF10531
1144	PF10589
1145	PF00346
1146	PF00346
1147	PF00329
1148	PF00374
1149	PF00392
1150	PF07702
1151	PF07992
1152	PF14691
1153	PF00664
1154	PF00005
1155	PF01165
1156	PF06007
1157	PF04565
1158	PF00562
1159	PF04561
1160	PF04561
1161	PF10385
1162	PF04560
1163	PF04563
1164	PF01661
1165	PF00291
1166	PF02922
1167	PF00128
1168	PF02806
1169	PF01568
1170	PF00384
1171	PF04879
1172	PF00497
1173	PF02798
1174	PF00043
1175	PF00768
1176	PF13437
1177	PF13533
1178	PF13561
1179	PF06804
1180	PF13377
1181	PF00356
1182	PF00923
1183	PF08275
1184	PF13155
1185	PF10410
1186	PF08278
1187	PF01807
1188	PF16658
1189	PF00009
1190	PF03144
1191	PF06249
1192	PF02547
1193	PF00132
1194	PF06426
1195	PF09160
1196	PF13599
1197	PF13981
1198	PF12833
1199	PF07883
1200	PF08786
1201	PF13521
1202	PF01381
1203	PF00378
1204	PF00367
1205	PF02378
1206	PF02016
1207	PF13538
1208	PF13604
1209	PF00419
1210	PF00294
1211	PF00171
1212	PF02146
1213	PF13276
1214	PF13518
1215	PF13518
1216	PF00665
1217	PF13276
1218	PF13518
1219	PF13518
1220	PF00665
1221	PF00248
1222	PF08447
1223	PF00015
1224	PF01565
1225	PF02873
1226	PF02550
1227	PF13336
1228	PF02922
1229	PF00756
1230	PF00291
1231	PF01476
1232	PF03734
1233	PF00486
1234	PF00072
1235	PF11842
1236	PF08497
1237	PF04055
1238	PF00005
1239	PF01568
1240	PF04879
1241	PF00384
1242	PF00121
1243	PF00089
