Feature	Pfam
0	PF05525
1	PF12705
2	PF00580
3	PF13361
4	PF00146
5	PF01925
6	PF00266
7	PF00005
8	PF02852
9	PF07992
10	PF00528
11	PF13310
12	PF04542
13	PF04539
14	PF04545
15	PF00563
16	PF12792
17	PF03873
18	PF03872
19	PF07687
20	PF01546
21	PF00550
22	PF00857
23	PF11941
24	PF00128
25	PF07479
26	PF01210
27	PF01578
28	PF16327
29	PF07729
30	PF00392
31	PF01026
32	PF00890
33	PF02910
34	PF00005
35	PF00005
36	PF04204
37	PF06500
38	PF04354
39	PF13419
40	PF08918
41	PF02518
42	PF00356
43	PF13377
44	PF01547
45	PF01450
46	PF01450
47	PF07991
48	PF04348
49	PF00479
50	PF02781
51	PF08402
52	PF00005
53	PF07731
54	PF07732
55	PF00394
56	PF04257
57	PF00291
58	PF02739
59	PF01367
60	PF07694
61	PF02518
62	PF06580
63	PF00696
64	PF01472
65	PF03830
66	PF02749
67	PF01729
68	PF08125
69	PF01232
70	PF00486
71	PF00072
72	PF01263
73	PF00939
74	PF03129
75	PF00587
76	PF07973
77	PF02824
78	PF00359
79	PF02878
80	PF00408
81	PF02879
82	PF02880
83	PF02254
84	PF00999
85	PF03358
86	PF00126
87	PF03466
88	PF02826
89	PF00389
90	PF00156
91	PF01012
92	PF00766
93	PF00419
94	PF01625
95	PF02638
96	PF01568
97	PF00384
98	PF01497
99	PF00255
100	PF00528
101	PF00563
102	PF00990
103	PF17154
104	PF00596
105	PF03061
106	PF03949
107	PF00390
108	PF01515
109	PF02223
110	PF03230
111	PF02503
112	PF13089
113	PF13090
114	PF00941
115	PF03450
116	PF01381
117	PF00672
118	PF00512
119	PF02518
120	PF02609
121	PF07690
122	PF02463
123	PF01491
124	PF12693
125	PF05134
126	PF02572
127	PF12557
128	PF00276
129	PF03061
130	PF01035
131	PF02870
132	PF02805
133	PF12833
134	PF00563
135	PF05231
136	PF07690
137	PF07450
138	PF00583
139	PF07690
140	PF00749
141	PF02753
142	PF00345
143	PF00871
144	PF11066
145	PF13460
146	PF04362
147	PF00484
148	PF00455
149	PF08220
150	PF02302
151	PF00359
152	PF02378
153	PF00766
154	PF01012
155	PF00571
156	PF00571
157	PF01380
158	PF00230
159	PF00005
160	PF00005
161	PF07724
162	PF02861
163	PF02861
164	PF10431
165	PF00004
166	PF00730
167	PF14815
168	PF10576
169	PF00633
170	PF04002
171	PF02613
172	PF07730
173	PF00672
174	PF02518
175	PF13675
176	PF17185
177	PF04170
178	PF01568
179	PF00384
180	PF01761
181	PF00293
182	PF00528
183	PF00202
184	PF11798
185	PF13438
186	PF00817
187	PF11799
188	PF02900
189	PF00294
190	PF07219
191	PF07719
192	PF00873
193	PF02518
194	PF09984
195	PF00512
196	PF01627
197	PF00072
198	PF02776
199	PF00205
200	PF02775
201	PF08275
