Feature	Pfam
0	PF02133
1	PF01850
2	PF00549
3	PF02629
4	PF06006
5	PF11130
6	PF01935
7	PF10894
8	PF00696
9	PF03743
10	PF01258
11	PF07361
12	PF04352
13	PF00665
14	PF02796
15	PF13604
16	PF07057
17	PF08751
18	PF09676
19	PF01848
20	PF00589
21	PF02899
22	PF07178
23	PF00989
24	PF00436
25	PF02195
26	PF08775
27	PF05016
28	PF11392
29	PF01464
30	PF00696
31	PF01848
32	PF06545
33	PF12796
34	PF13637
35	PF09679
36	PF02387
37	PF00857
38	PF02629
39	PF00549
40	PF10723
41	PF12602
42	PF04352
43	PF02195
44	PF13614
45	PF09677
46	PF06122
47	PF00126
48	PF03466
49	PF12615
50	PF10412
51	PF03466
52	PF00126
53	PF00561
54	PF01695
55	PF06952
56	PF13276
57	PF12477
58	PF05261
59	PF06986
60	PF13728
61	PF02604
62	PF06545
63	PF04014
64	PF05818
65	PF06290
66	PF06834
67	PF07296
68	PF13728
69	PF07916
70	PF11100
71	PF05857
72	PF01051
73	PF11392
74	PF09673
75	PF08048
76	PF06067
77	PF00589
78	PF05509
79	PF00436
80	PF00816
81	PF00816
82	PF05443
83	PF04956
84	PF03230
85	PF00239
86	PF06006
87	PF01464
88	PF12651
89	PF16509
90	PF10263
91	PF04796
92	PF05101
93	PF13342
94	PF01131
95	PF01751
96	PF00437
97	PF00816
98	PF03743
99	PF00226
100	PF04335
101	PF08019
102	PF00884
103	PF01569
104	PF07424
105	PF05534
106	PF04610
107	PF01051
108	PF05101
109	PF03135
110	PF03524
111	PF05321
112	PF13117
113	PF02534
114	PF01656
115	PF07927
116	PF08281
117	PF07996
118	PF01464
119	PF10881
120	PF03432
121	PF04956
122	PF06586
123	PF00436
124	PF05261
125	PF01258
126	PF09676
127	PF10784
128	PF09679
129	PF01848
130	PF06952
131	PF01051
132	PF13604
133	PF08751
134	PF07057
135	PF03743
136	PF05016
137	PF06986
138	PF05321
139	PF01555
140	PF03230
141	PF00903
142	PF07128
143	PF12602
144	PF04352
145	PF11130
146	PF13728
147	PF06406
148	PF10412
149	PF12615
150	PF02195
151	PF00561
152	PF06924
153	PF05509
154	PF07916
155	PF12477
156	PF09673
157	PF06067
158	PF06006
159	PF06290
160	PF05818
161	PF11100
162	PF05175
163	PF10894
164	PF13728
165	PF12083
166	PF10881
167	PF05309
168	PF05857
169	PF06122
170	PF08048
171	PF05513
172	PF07178
173	PF10723
174	PF10624
175	PF00565
176	PF16509
177	PF07296
178	PF06834
179	PF13610
180	PF07339
181	PF07128
182	PF02387
183	PF09677
184	PF00571
185	PF03471
186	PF01595
187	PF02545
188	PF00724
189	PF07992
190	PF08502
191	PF00682
192	PF08206
193	PF08206
194	PF00773
195	PF00575
196	PF08461
197	PF11944
198	PF06007
199	PF08352
200	PF08352
201	PF00005
202	PF00005
203	PF00582
204	PF01618
205	PF02779
206	PF00676
207	PF16870
208	PF16078
209	PF00376
210	PF09278
211	PF01588
212	PF09334
213	PF10614
214	PF00529
215	PF16576
216	PF01520
217	PF11741
218	PF06476
219	PF13560
220	PF00528
221	PF01118
222	PF09290
223	PF00126
224	PF03466
225	PF00528
226	PF00270
227	PF00271
228	PF09382
229	PF16124
230	PF00570
231	PF01032
232	PF01521
233	PF00254
234	PF01346
235	PF06751
236	PF13328
237	PF13291
238	PF02824
239	PF04607
240	PF02770
241	PF00441
242	PF04539
243	PF04542
244	PF00140
245	PF04545
246	PF01551
247	PF01476
248	PF00563
249	PF00196
250	PF02233
251	PF08483
252	PF01695
253	PF00512
254	PF00672
255	PF02518
256	PF00005
257	PF00005
258	PF02744
259	PF01087
260	PF00176
261	PF00271
262	PF12137
263	PF08245
264	PF01225
265	PF02875
266	PF08279
267	PF00874
268	PF00874
269	PF05043
270	PF02302
271	PF00009
272	PF09106
273	PF03144
274	PF09107
275	PF02897
276	PF00326
277	PF01048
278	PF02527
279	PF03928
280	PF02798
281	PF13410
282	PF07963
283	PF08334
284	PF05437
285	PF01432
286	PF13353
287	PF03544
288	PF16031
289	PF02775
290	PF00205
291	PF02776
292	PF05638
293	PF03358
294	PF00015
295	PF08447
296	PF00654
297	PF04269
298	PF03473
299	PF03475
300	PF00679
301	PF03144
302	PF03764
303	PF14492
304	PF00009
305	PF02378
306	PF00367
307	PF06864
308	PF01379
309	PF03900
310	PF02769
311	PF02769
312	PF13507
313	PF00330
314	PF13417
315	PF00043
316	PF00873
317	PF07690
318	PF00919
319	PF01938
320	PF04055
321	PF07729
322	PF00392
323	PF01232
324	PF08125
325	PF17425
326	PF05935
327	PF00989
328	PF00512
329	PF11808
330	PF02518
331	PF02152
332	PF00456
333	PF02779
334	PF02780
335	PF02823
336	PF00401
337	PF02350
338	PF02811
339	PF14691
340	PF07992
341	PF13247
342	PF13672
343	PF06277
344	PF00263
345	PF03958
346	PF13720
347	PF00132
348	PF00132
349	PF02463
350	PF13980
351	PF08264
352	PF00133
353	PF06827
354	PF14805
355	PF14602
356	PF00132
357	PF00478
358	PF00141
359	PF00141
360	PF13394
361	PF04055
362	PF00528
363	PF06558
364	PF00072
365	PF00486
366	PF01026
367	PF02142
368	PF02787
369	PF02786
370	PF02786
371	PF02086
372	PF05188
373	PF05190
374	PF05192
375	PF01624
376	PF00488
377	PF06251
378	PF03466
379	PF00126
380	PF04055
381	PF02954
382	PF00158
383	PF00072
384	PF08220
385	PF00455
386	PF06154
387	PF03120
388	PF01653
389	PF01948
390	PF02748
391	PF08240
392	PF00107
393	PF00390
394	PF03949
395	PF13793
396	PF14572
397	PF03116
398	PF03709
399	PF03711
400	PF01276
401	PF02872
402	PF00149
403	PF00990
404	PF00563
405	PF17154
406	PF01042
407	PF00072
408	PF00171
409	PF00772
410	PF03796
411	PF00004
412	PF01434
413	PF06480
414	PF03330
415	PF05036
416	PF01035
417	PF02805
418	PF12833
419	PF02870
420	PF01743
421	PF12626
422	PF12627
423	PF02909
424	PF00440
425	PF00497
426	PF12804
427	PF00132
428	PF00132
429	PF00132
430	PF01292
431	PF00248
432	PF01402
433	PF08753
434	PF04076
435	PF01242
436	PF01261
437	PF01380
438	PF01418
439	PF08443
440	PF08331
441	PF13484
442	PF09344
443	PF07687
444	PF01546
445	PF02575
446	PF12833
447	PF00589
448	PF02899
449	PF00367
450	PF00358
451	PF02378
452	PF00316
453	PF13347
454	PF03502
455	PF16363
456	PF01381
457	PF00696
458	PF03264
459	PF04542
460	PF04545
461	PF07690
462	PF06006
463	PF06006
464	PF07179
465	PF14581
466	PF00528
467	PF01791
468	PF07992
469	PF14691
470	PF03946
471	PF00298
472	PF01022
473	PF00884
474	PF01590
475	PF00158
476	PF02954
477	PF01380
478	PF11842
479	PF08497
480	PF04055
481	PF00196
482	PF00072
483	PF02080
484	PF00999
485	PF03471
486	PF07943
487	PF00768
488	PF01467
489	PF00294
490	PF03193
491	PF00245
492	PF14691
493	PF07992
494	PF00480
495	PF00174
496	PF13847
497	PF02678
498	PF01084
499	PF13580
500	PF00145
501	PF01263
502	PF01515
503	PF05222
504	PF12769
505	PF01262
506	PF01344
507	PF00590
508	PF02311
509	PF12833
510	PF03454
511	PF03453
512	PF00994
513	PF04565
514	PF00562
515	PF04561
516	PF04561
517	PF10385
518	PF04560
519	PF04563
520	PF00903
521	PF01195
522	PF06643
523	PF02403
524	PF00587
525	PF00419
526	PF01206
527	PF13545
528	PF00027
529	PF14502
530	PF14503
531	PF00941
532	PF03450
533	PF05231
534	PF00990
535	PF13426
536	PF08448
537	PF00563
538	PF08447
539	PF04321
540	PF02896
541	PF00171
542	PF00012
543	PF02547
544	PF00248
545	PF16320
546	PF00542
547	PF06004
548	PF16359
549	PF02518
550	PF01627
551	PF02875
552	PF01225
553	PF08245
554	PF04175
555	PF00529
556	PF16576
557	PF00356
558	PF13377
559	PF06004
560	PF13982
561	PF01520
562	PF01702
563	PF06956
564	PF00158
565	PF00465
566	PF04287
567	PF13144
568	PF01497
569	PF13091
570	PF13091
571	PF13396
572	PF13283
573	PF07479
574	PF01210
575	PF02036
576	PF00196
577	PF00072
578	PF00456
579	PF01494
580	PF03938
581	PF02540
582	PF00117
583	PF00958
584	PF13328
585	PF13291
586	PF02824
587	PF04607
588	PF00313
589	PF01694
590	PF16177
591	PF13193
592	PF00501
593	PF00291
594	PF00308
595	PF08299
596	PF11638
597	PF08719
598	PF03473
599	PF00111
600	PF03476
601	PF02311
602	PF12833
603	PF01149
604	PF06827
605	PF06831
606	PF00203
607	PF00005
608	PF00154
609	PF02092
610	PF05746
611	PF00196
612	PF02631
613	PF00583
614	PF09500
615	PF00543
616	PF08496
617	PF01343
618	PF14667
619	PF01943
620	PF00285
621	PF12390
622	PF03841
