Feature	Pfam
0	PF02742
1	PF01325
2	PF02742
3	PF01325
4	PF00501
5	PF00975
6	PF13193
7	PF00668
8	PF00550
9	PF00501
10	PF00975
11	PF13193
12	PF00668
13	PF00550
14	PF00155
15	PF00501
16	PF14535
17	PF13343
18	PF02569
19	PF00392
20	PF07729
21	PF00392
22	PF07729
23	PF04107
24	PF04107
25	PF02086
26	PF00890
27	PF00271
28	PF00270
29	PF00271
30	PF00270
31	PF00593
32	PF07715
33	PF00593
34	PF07715
35	PF07690
36	PF01037
37	PF13404
38	PF17283
39	PF10263
40	PF04851
41	PF00271
42	PF12838
43	PF13377
44	PF00356
45	PF13377
46	PF00356
47	PF00171
48	PF04355
49	PF13419
50	PF00189
51	PF07650
52	PF01568
53	PF04879
54	PF00384
55	PF04632
56	PF07813
57	PF01256
58	PF03853
59	PF01256
60	PF03853
61	PF08918
62	PF02518
63	PF00370
64	PF02782
65	PF13365
66	PF00595
67	PF13180
68	PF13365
69	PF00595
70	PF13180
71	PF07977
72	PF00324
73	PF00324
74	PF07676
75	PF07676
76	PF07676
77	PF07676
78	PF04052
79	PF07676
80	PF07676
81	PF07676
82	PF07676
83	PF04052
84	PF02580
85	PF00464
86	PF07690
87	PF07690
88	PF02629
89	PF00549
90	PF01614
91	PF09339
92	PF00698
93	PF07715
94	PF00593
95	PF01182
96	PF01182
97	PF03925
98	PF17206
99	PF03925
100	PF17206
101	PF01070
102	PF14559
103	PF00085
104	PF14561
105	PF02664
106	PF01966
107	PF00297
108	PF00378
109	PF02737
110	PF00725
111	PF00725
112	PF01520
113	PF02502
114	PF03279
115	PF14450
116	PF00596
117	PF00596
118	PF00006
119	PF00006
120	PF00083
121	PF00291
122	PF00585
123	PF00585
124	PF00577
125	PF13953
126	PF13954
127	PF02635
128	PF00472
129	PF02518
130	PF13675
131	PF07730
132	PF00672
133	PF00196
134	PF00196
135	PF00232
136	PF06558
137	PF07005
138	PF17042
139	PF00742
140	PF00696
141	PF13840
142	PF03447
143	PF01842
144	PF06445
145	PF12833
146	PF02826
147	PF01842
148	PF00389
149	PF03264
150	PF00595
151	PF00595
152	PF13365
153	PF02518
154	PF00512
155	PF02518
156	PF00512
157	PF13417
158	PF13091
159	PF13091
160	PF08125
161	PF01232
162	PF00196
163	PF00072
164	PF00521
165	PF03989
166	PF03989
167	PF00521
168	PF03989
169	PF03989
170	PF04237
171	PF04237
172	PF01553
173	PF00501
174	PF00005
175	PF00664
176	PF00171
177	PF07690
178	PF08282
179	PF10502
180	PF00717
181	PF13440
182	PF00893
183	PF00893
184	PF00133
185	PF00133
186	PF00133
187	PF08264
188	PF13603
189	PF00133
190	PF00133
191	PF00133
192	PF08264
193	PF13603
194	PF01844
195	PF02769
196	PF02769
197	PF13507
198	PF17158
199	PF00990
200	PF00702
201	PF00122
202	PF00690
203	PF00689
204	PF00535
205	PF03960
206	PF02050
207	PF02050
208	PF01139
209	PF01139
210	PF00703
211	PF16353
212	PF02929
213	PF02836
214	PF02837
215	PF01131
216	PF01396
217	PF01396
218	PF08272
219	PF08272
220	PF01751
221	PF01867
222	PF02563
223	PF10531
224	PF10531
225	PF00384
226	PF10588
227	PF04879
228	PF13510
229	PF01568
230	PF00392
231	PF07729
232	PF04480
233	PF00013
234	PF01138
235	PF01138
236	PF03725
237	PF03725
238	PF00575
239	PF03726
240	PF00013
241	PF01138
242	PF01138
243	PF03725
244	PF03725
245	PF00575
246	PF03726
247	PF02738
248	PF01315
249	PF00462
250	PF13561
251	PF13561
252	PF14489
253	PF14819
254	PF00465
255	PF00465
256	PF00330
257	PF04216
258	PF06481
259	PF00116
260	PF13823
261	PF08240
262	PF00107
263	PF13823
264	PF08240
265	PF00107
266	PF00185
267	PF02729
268	PF00175
269	PF00970
270	PF00111
271	PF05591
272	PF00990
273	PF00563
274	PF13426
275	PF13426
276	PF00701
277	PF07748
278	PF09261
279	PF01074
280	PF07748
281	PF09261
282	PF01074
283	PF02875
284	PF08245
285	PF01225
286	PF00982
287	PF04542
288	PF04539
289	PF04545
290	PF11898
291	PF00270
292	PF04408
293	PF00271
294	PF07717
295	PF00133
296	PF08264
297	PF06827
298	PF01032
299	PF01032
300	PF00365
301	PF00795
302	PF04408
303	PF00270
304	PF00271
305	PF08482
306	PF00216
307	PF00682
308	PF07836
309	PF02082
310	PF02082
311	PF13344
312	PF13242
313	PF13344
314	PF13242
315	PF00206
316	PF08328
317	PF13561
318	PF01058
319	PF00005
320	PF03459
321	PF00005
322	PF03459
323	PF00126
324	PF03466
325	PF01225
326	PF08245
327	PF02875
328	PF00291
329	PF00291
330	PF02321
331	PF02321
332	PF02321
333	PF02321
334	PF01497
335	PF01497
336	PF01411
337	PF07973
338	PF02272
339	PF00267
340	PF13192
341	PF07992
342	PF13192
343	PF07992
344	PF00854
345	PF14812
346	PF00905
347	PF14814
348	PF00912
349	PF03054
350	PF01546
351	PF07687
352	PF00532
353	PF00356
354	PF01306
355	PF00815
356	PF03830
357	PF03830
358	PF02624
359	PF02753
360	PF00345
361	PF00171
362	PF01084
363	PF01084
364	PF07690
365	PF13550
366	PF09327
367	PF12421
368	PF03843
369	PF01590
370	PF02896
371	PF00391
372	PF05524
373	PF00091
374	PF12327
375	PF13710
376	PF10369
377	PF00873
378	PF00107
379	PF00391
380	PF02896
381	PF01326
382	PF01381
383	PF00118
384	PF00117
385	PF06418
386	PF00532
387	PF00356
388	PF00512
389	PF02518
390	PF14842
391	PF01706
392	PF14841
393	PF14842
394	PF01706
395	PF14841
396	PF02666
397	PF02666
398	PF04613
399	PF00132
400	PF00132
401	PF00132
402	PF14602
403	PF08544
404	PF00288
405	PF00842
406	PF01168
407	PF00834
408	PF02784
409	PF00278
410	PF01848
411	PF01848
412	PF01098
413	PF01098
414	PF02771
415	PF02770
416	PF00441
417	PF04175
418	PF05175
419	PF03479
420	PF00849
421	PF00005
422	PF00005
423	PF00005
424	PF00005
425	PF00005
426	PF09383
427	PF00155
428	PF02133
429	PF08052
430	PF00892
431	PF00924
432	PF00924
433	PF01850
434	PF00149
435	PF02872
436	PF00486
437	PF00072
438	PF01568
439	PF00384
440	PF00106
441	PF00455
442	PF08220
443	PF10733
444	PF10733
445	PF00596
446	PF13521
447	PF01381
448	PF03830
449	PF05491
450	PF05496
451	PF02774
452	PF01118
453	PF02774
454	PF01118
455	PF00696
456	PF00583
457	PF02737
458	PF00378
459	PF00725
460	PF00725
461	PF00005
462	PF00005
