Feature	Pfam
0	PF01815
1	PF01024
2	PF17500
3	PF02402
4	PF03432
5	PF05713
6	PF03389
7	PF01051
8	PF13730
9	PF13412
10	PF00294
11	PF05638
12	PF07503
13	PF07503
14	PF00708
15	PF01300
16	PF00892
17	PF00892
18	PF00149
19	PF00318
20	PF07690
21	PF10662
22	PF10555
23	PF00953
24	PF00392
25	PF00155
26	PF12368
27	PF00581
28	PF00356
29	PF13377
30	PF08242
31	PF00501
32	PF00550
33	PF00550
34	PF00550
35	PF00668
36	PF00668
37	PF00825
38	PF00128
39	PF02903
40	PF00324
41	PF00725
42	PF00725
43	PF00378
44	PF02737
45	PF00549
46	PF02629
47	PF01761
48	PF00486
49	PF00072
50	PF00293
51	PF13184
52	PF00575
53	PF08529
54	PF14520
55	PF00012
56	PF12793
57	PF00496
58	PF00313
59	PF00814
60	PF08965
61	PF13241
62	PF10414
63	PF00590
64	PF14824
65	PF13356
66	PF14659
67	PF00589
68	PF13994
69	PF01381
70	PF13673
71	PF00923
72	PF00455
73	PF08220
74	PF07690
75	PF07729
76	PF00392
77	PF00408
78	PF02879
79	PF02878
80	PF02880
81	PF13435
82	PF09699
83	PF00370
84	PF02782
85	PF02769
86	PF00586
87	PF03797
88	PF03437
89	PF01035
90	PF16576
91	PF00529
92	PF07973
93	PF01411
94	PF02272
95	PF00459
96	PF07743
97	PF07361
98	PF00381
99	PF00359
100	PF08352
101	PF00005
102	PF01063
103	PF05472
104	PF01546
105	PF07687
106	PF00528
107	PF05866
108	PF01791
109	PF03550
110	PF01488
111	PF08501
112	PF00258
113	PF06029
114	PF00730
115	PF00268
116	PF05189
117	PF01137
118	PF01144
119	PF00440
120	PF01204
121	PF07690
122	PF00196
123	PF01627
124	PF02518
125	PF00512
126	PF00072
127	PF00301
128	PF00258
129	PF00753
130	PF00005
131	PF00005
132	PF12848
133	PF00005
134	PF12399
135	PF13188
136	PF00158
137	PF07883
138	PF01381
139	PF14450
140	PF02491
141	PF07690
142	PF02719
143	PF08485
144	PF02744
145	PF01087
146	PF02302
147	PF00005
148	PF00005
149	PF01571
150	PF07690
151	PF02675
152	PF14711
153	PF13247
154	PF02254
155	PF00999
156	PF00294
157	PF07676
158	PF12566
159	PF03881
160	PF01794
161	PF00132
162	PF01556
163	PF00226
164	PF00005
165	PF00005
166	PF02887
167	PF00224
168	PF00043
169	PF13409
170	PF12800
171	PF13247
172	PF09163
173	PF02613
174	PF08245
175	PF01225
176	PF02875
177	PF07977
178	PF02321
179	PF02321
180	PF01131
181	PF01396
182	PF01396
183	PF08272
184	PF08272
185	PF01751
186	PF00391
187	PF02896
188	PF01326
189	PF00703
190	PF02929
191	PF16353
192	PF02837
193	PF02836
194	PF01848
195	PF02782
196	PF00035
197	PF14622
198	PF00970
199	PF00175
200	PF00111
201	PF00005
202	PF13507
203	PF02769
204	PF02769
205	PF01751
206	PF01131
207	PF00782
208	PF03472
209	PF00196
210	PF03864
211	PF03864
212	PF07338
213	PF12706
214	PF12706
215	PF00392
216	PF07729
217	PF00550
218	PF00668
219	PF00501
220	PF13193
221	PF00975
222	PF00988
223	PF00117
224	PF03602
225	PF13144
226	PF00719
227	PF00119
228	PF13793
229	PF14572
230	PF01475
231	PF00006
232	PF02874
233	PF00378
234	PF07690
235	PF07687
236	PF01546
237	PF09335
238	PF12795
239	PF12794
240	PF00924
241	PF00551
242	PF00398
243	PF00557
244	PF01568
245	PF00384
246	PF07690
247	PF02518
248	PF00512
249	PF01197
250	PF13192
251	PF07992
252	PF02771
253	PF02770
254	PF00441
255	PF13353
256	PF13186
257	PF04055
258	PF13419
259	PF08468
260	PF05175
261	PF07963
262	PF11612
263	PF05231
264	PF08447
265	PF00990
266	PF13426
267	PF00563
268	PF08448
269	PF01588
270	PF09334
271	PF00877
272	PF10589
273	PF01512
274	PF10531
275	PF03483
276	PF03484
277	PF03147
278	PF01588
279	PF00328
280	PF00581
281	PF00581
282	PF03880
283	PF12343
284	PF00270
285	PF00271
286	PF03466
287	PF00126
288	PF00126
289	PF03466
290	PF00366
291	PF07992
292	PF14691
293	PF13847
294	PF16576
295	PF00529
296	PF00117
297	PF13237
298	PF12801
299	PF12801
300	PF04383
301	PF10549
302	PF00267
303	PF00534
304	PF04493
305	PF13145
306	PF13624
307	PF00384
308	PF10588
309	PF04879
310	PF01568
311	PF13510
312	PF00465
313	PF02687
314	PF00005
315	PF12704
316	PF13561
317	PF00501
318	PF13193
319	PF07729
