Feature	Pfam
0	PF01555
1	PF01815
2	PF03432
3	PF09516
4	PF05713
5	PF01848
6	PF00436
7	PF10723
8	PF05818
9	PF10412
10	PF12615
11	PF01636
12	PF05175
13	PF14319
14	PF04986
15	PF08048
16	PF04352
17	PF12602
18	PF07057
19	PF08751
20	PF13604
21	PF06924
22	PF06586
23	PF12477
24	PF06067
25	PF01935
26	PF11130
27	PF06406
28	PF03230
29	PF09676
30	PF03743
31	PF06952
32	PF09679
33	PF05261
34	PF01555
35	PF10881
36	PF06834
37	PF10784
38	PF01258
39	PF02387
40	PF01848
41	PF06986
42	PF05513
43	PF05857
44	PF02195
45	PF13728
46	PF13728
47	PF07296
48	PF01848
49	PF05509
50	PF06122
51	PF06006
52	PF07178
53	PF06290
54	PF10894
55	PF11100
56	PF12083
57	PF07128
58	PF09677
59	PF07916
60	PF09673
61	PF05309
62	PF10624
63	PF01343
64	PF01343
65	PF02617
66	PF01546
67	PF13417
68	PF04399
69	PF02774
70	PF01118
71	PF00848
72	PF00355
73	PF13229
74	PF09008
75	PF00873
76	PF03328
77	PF08282
78	PF02613
79	PF00873
80	PF03466
81	PF00126
82	PF03948
83	PF01281
84	PF12838
85	PF12800
86	PF12800
87	PF00535
88	PF00459
89	PF00091
90	PF12327
91	PF08267
92	PF01717
93	PF00161
94	PF04384
95	PF04055
96	PF13394
97	PF01381
98	PF08240
99	PF00107
100	PF04972
101	PF04972
102	PF05762
103	PF00923
104	PF16576
105	PF00529
106	PF00072
107	PF00158
108	PF03891
109	PF02881
110	PF00448
111	PF01820
112	PF07478
113	PF01343
114	PF08496
115	PF04333
116	PF01979
117	PF04448
118	PF02664
119	PF01408
120	PF00303
121	PF03830
122	PF00381
123	PF00528
124	PF00345
125	PF02753
126	PF00471
127	PF16353
128	PF02929
129	PF02837
130	PF00703
131	PF02836
132	PF02954
133	PF00158
134	PF00588
135	PF08032
136	PF00873
137	PF00381
138	PF00359
139	PF00842
140	PF01168
141	PF00132
142	PF00132
143	PF00132
144	PF04613
145	PF14602
146	PF14464
147	PF00877
148	PF02110
149	PF07690
150	PF11651
151	PF06791
152	PF06791
153	PF09718
154	PF00873
155	PF00756
156	PF05354
157	PF00977
158	PF12832
159	PF00486
160	PF00072
161	PF00593
162	PF07715
163	PF00005
164	PF00486
165	PF00072
166	PF13412
167	PF01037
168	PF01432
169	PF00441
170	PF02770
171	PF16576
172	PF00529
173	PF02311
174	PF12833
175	PF01848
176	PF06820
177	PF08400
178	PF01391
179	PF01391
180	PF13292
181	PF02780
182	PF02779
183	PF13673
184	PF08676
185	PF01119
186	PF13589
187	PF00696
188	PF00742
189	PF13840
190	PF03447
191	PF01842
192	PF00266
193	PF03946
194	PF00298
195	PF02951
196	PF02955
197	PF07690
198	PF07690
199	PF05658
200	PF05658
201	PF05658
202	PF05658
203	PF05658
204	PF05658
205	PF05658
206	PF05658
207	PF05658
208	PF05658
209	PF03895
210	PF05662
211	PF05662
212	PF05662
213	PF05662
214	PF05662
215	PF05662
216	PF05662
217	PF05662
218	PF05662
219	PF05662
220	PF05662
221	PF05662
222	PF13018
223	PF02978
224	PF00448
225	PF02881
226	PF01381
227	PF07676
228	PF12566
229	PF02082
230	PF00158
231	PF00989
232	PF02954
233	PF02738
234	PF01315
235	PF01627
236	PF02518
237	PF00512
238	PF00072
239	PF00563
240	PF00990
241	PF17154
242	PF00384
243	PF01568
244	PF04879
245	PF04965
246	PF05036
247	PF00984
248	PF03721
249	PF03720
250	PF02844
251	PF01071
252	PF02843
253	PF00133
254	PF08264
255	PF10458
256	PF00149
257	PF13580
258	PF07715
259	PF00593
260	PF09371
261	PF12836
262	PF00575
263	PF16921
264	PF00196
265	PF06820
266	PF01391
267	PF01391
268	PF08400
269	PF05199
270	PF00732
271	PF00263
272	PF03958
273	PF00345
274	PF02753
275	PF00072
276	PF00486
277	PF01476
278	PF01476
279	PF01464
280	PF05524
281	PF02896
282	PF00391
283	PF01411
284	PF07973
285	PF02272
286	PF04055
287	PF06969
288	PF00004
289	PF01434
290	PF06480
291	PF00829
292	PF00108
293	PF02803
294	PF13353
295	PF04055
296	PF13186
297	PF00873
298	PF13489
299	PF00543
300	PF00009
301	PF00296
302	PF03992
303	PF01514
304	PF01258
305	PF13561
306	PF00248
307	PF00248
308	PF11106
309	PF00702
310	PF00122
311	PF00690
312	PF00689
313	PF00266
314	PF13419
315	PF03603
316	PF03144
317	PF00009
318	PF03143
319	PF00294
320	PF16193
321	PF12002
322	PF00004
323	PF00005
324	PF01510
325	PF08238
326	PF08238
327	PF08238
328	PF00013
329	PF03725
330	PF03725
