Feature	Pfam
0	PF08245
1	PF02875
2	PF00924
3	PF15937
4	PF00885
5	PF00581
6	PF00581
7	PF02253
8	PF06250
9	PF00180
10	PF00588
11	PF00425
12	PF00198
13	PF00364
14	PF00364
15	PF00364
16	PF02817
17	PF01842
18	PF01842
19	PF08335
20	PF01909
21	PF01966
22	PF03946
23	PF00298
24	PF01842
25	PF00696
26	PF01494
27	PF02896
28	PF05524
29	PF00391
30	PF00381
31	PF00359
32	PF01197
33	PF09375
34	PF13473
35	PF00270
36	PF03880
37	PF00271
38	PF08275
39	PF13155
40	PF08278
41	PF01807
42	PF10410
43	PF08545
44	PF08541
45	PF13561
46	PF13419
47	PF03120
48	PF03119
49	PF12826
50	PF01653
51	PF14520
52	PF00533
53	PF04751
54	PF10135
55	PF01832
56	PF00581
57	PF00581
58	PF00905
59	PF06832
60	PF00912
61	PF01799
62	PF00111
63	PF13186
64	PF04055
65	PF13353
66	PF11975
67	PF02056
68	PF13419
69	PF00528
70	PF00528
71	PF02826
72	PF01842
73	PF00389
74	PF00248
75	PF00528
76	PF01546
77	PF13018
78	PF03212
79	PF03797
80	PF02753
81	PF00345
82	PF01042
83	PF00874
84	PF00874
85	PF01016
86	PF13407
87	PF02441
88	PF04127
89	PF00271
90	PF08494
91	PF00270
92	PF12833
93	PF08046
94	PF00899
95	PF08240
96	PF00107
97	PF01564
98	PF17284
99	PF00177
100	PF00990
101	PF05230
102	PF00772
103	PF03796
104	PF00308
105	PF05231
106	PF00563
107	PF03372
108	PF00571
109	PF00571
110	PF01380
111	PF01895
112	PF01895
113	PF01077
114	PF07992
115	PF03460
116	PF04324
117	PF01527
118	PF00550
119	PF00668
120	PF00501
121	PF00975
122	PF13193
123	PF13328
124	PF13291
125	PF02824
126	PF04607
127	PF00383
128	PF08211
129	PF00549
130	PF08442
131	PF02378
132	PF00534
133	PF00528
134	PF00365
135	PF00764
136	PF13507
137	PF02769
138	PF02769
139	PF00005
140	PF00005
141	PF00929
142	PF01381
143	PF00154
144	PF00528
145	PF01595
146	PF00571
147	PF03471
148	PF03477
149	PF13597
150	PF03527
151	PF01578
152	PF05036
153	PF06141
154	PF00701
155	PF01597
156	PF02518
157	PF13675
158	PF07730
159	PF00672
160	PF17158
161	PF00990
162	PF16320
163	PF00542
164	PF10509
165	PF00288
166	PF08544
167	PF02272
168	PF01368
169	PF00877
170	PF14464
171	PF00877
172	PF14464
173	PF00877
174	PF14464
175	PF00128
176	PF02922
177	PF00196
178	PF03797
179	PF13018
180	PF16168
181	PF16168
182	PF16168
183	PF16168
184	PF05866
185	PF16809
186	PF05193
187	PF05193
188	PF00675
189	PF02694
190	PF02954
191	PF01544
192	PF02875
193	PF08245
194	PF02040
195	PF03193
196	PF08282
197	PF13412
198	PF01037
199	PF00361
200	PF00662
201	PF10610
202	PF00877
203	PF14464
204	PF03144
205	PF00009
206	PF03143
207	PF07882
208	PF07881
209	PF02952
210	PF00294
211	PF00375
212	PF01219
213	PF12084
214	PF13377
215	PF00356
216	PF00512
217	PF01627
218	PF00072
219	PF02518
220	PF00497
221	PF00497
222	PF03603
223	PF00595
224	PF00595
225	PF13365
226	PF05658
227	PF05658
228	PF05658
229	PF05658
230	PF05658
231	PF05658
232	PF05658
233	PF05658
234	PF05658
235	PF05658
236	PF03895
237	PF13018
238	PF05662
239	PF05662
240	PF05662
241	PF05662
242	PF05662
243	PF05662
244	PF05662
245	PF05662
246	PF05662
247	PF05662
248	PF05662
249	PF05662
250	PF00521
251	PF03989
252	PF03989
253	PF03989
254	PF03989
255	PF03989
256	PF03989
257	PF00006
258	PF01555
259	PF10697
260	PF00005
261	PF00005
262	PF06894
263	PF01119
264	PF08676
265	PF13589
266	PF06628
267	PF00199
268	PF00486
269	PF00072
270	PF14748
271	PF03807
272	PF08352
273	PF00005
274	PF05521
275	PF08007
276	PF00258
277	PF02629
278	PF00549
279	PF00831
280	PF02784
281	PF00278
282	PF04728
283	PF00005
284	PF12857
285	PF04356
286	PF00936
287	PF16365
288	PF08946
289	PF00083
290	PF13953
291	PF13954
292	PF00577
293	PF05231
294	PF08448
295	PF00563
296	PF00990
297	PF13426
298	PF08447
299	PF11656
300	PF14579
301	PF02811
302	PF07733
303	PF01336
304	PF03572
305	PF00595
306	PF11818
307	PF00254
308	PF05697
309	PF05698
310	PF12840
311	PF02611
312	PF00113
313	PF03952
314	PF01432
315	PF00990
316	PF17156
317	PF01820
318	PF07478
319	PF05128
320	PF04295
321	PF08666
322	PF00486
323	PF00072
324	PF12800
325	PF13247
326	PF08468
327	PF05175
328	PF15943
329	PF13407
330	PF00155
331	PF04542
332	PF04539
333	PF04545
334	PF01218
335	PF02503
336	PF13089
337	PF13090
338	PF00696
339	PF08402
340	PF00005
341	PF01964
342	PF13667
343	PF13378
344	PF04055
345	PF06969
346	PF00392
347	PF07729
348	PF01613
349	PF06445
350	PF03466
351	PF00126
352	PF00056
353	PF02866
354	PF01228
355	PF08443
356	PF13378
357	PF02746
358	PF03922
359	PF07690
360	PF01618
361	PF00486
362	PF00072
363	PF00325
364	PF00027
365	PF00069
366	PF01041
367	PF13145
368	PF13624
369	PF00392
370	PF07729
371	PF08410
372	PF03629
373	PF00005
374	PF13378
375	PF02746
376	PF07043
377	PF14711
378	PF13247
379	PF03880
380	PF12343
381	PF00270
382	PF00271
383	PF00329
384	PF00374
385	PF00346
386	PF00346
387	PF00359
388	PF00107
389	PF08240
390	PF00529
391	PF16576
392	PF01189
393	PF01029
394	PF00444
395	PF00005
396	PF00664
397	PF02796
398	PF00239
399	PF00271
400	PF00176
401	PF12137
402	PF00072
403	PF00486
404	PF01590
405	PF02896
406	PF00391
407	PF05524
408	PF04883
409	PF04883
410	PF04883
411	PF02922
412	PF00128
413	PF02806
414	PF13018
415	PF03797
416	PF00483
417	PF01979
418	PF08245
419	PF01225
420	PF02875
421	PF00152
422	PF02938
423	PF01336
424	PF01618
425	PF00012
426	PF07883
427	PF12833
428	PF13183
429	PF02754
430	PF02754
431	PF01476
432	PF01476
433	PF01464
434	PF04348
435	PF04348
436	PF06719
437	PF12833
438	PF00180
439	PF05175
440	PF13472
441	PF00370
442	PF02782
443	PF00528
444	PF00245
445	PF00196
446	PF00072
447	PF07338
448	PF07338
449	PF07338
450	PF04333
451	PF03466
452	PF00126
453	PF00072
454	PF00196
455	PF03887
456	PF00005
457	PF08402
458	PF01979
459	PF06804
460	PF02874
461	PF00006
462	PF00306
463	PF01207
464	PF02881
465	PF00448
466	PF00392
467	PF07702
468	PF03693
469	PF03099
470	PF02613
471	PF04542
472	PF04546
