Feature	Pfam
0	PF07719
1	PF13181
2	PF10431
3	PF07724
4	PF02861
5	PF00004
6	PF00989
7	PF02518
8	PF17203
9	PF14689
10	PF00588
11	PF08032
12	PF08125
13	PF01232
14	PF02518
15	PF13675
16	PF07730
17	PF00672
18	PF00440
19	PF01520
20	PF11741
21	PF09611
22	PF02781
23	PF00479
24	PF01371
25	PF03116
26	PF00873
27	PF02452
28	PF00330
29	PF06434
30	PF11791
31	PF00813
32	PF00664
33	PF00005
34	PF03412
35	PF01131
36	PF01396
37	PF01396
38	PF08272
39	PF08272
40	PF01751
41	PF00753
42	PF16123
43	PF00288
44	PF10509
45	PF08544
46	PF01261
47	PF00203
48	PF01297
49	PF02894
50	PF01408
51	PF00384
52	PF01568
53	PF00361
54	PF04055
55	PF00919
56	PF13407
57	PF00149
58	PF02872
59	PF00593
60	PF07715
61	PF01556
62	PF00226
63	PF03461
64	PF00270
65	PF00271
66	PF02559
67	PF10938
68	PF00324
69	PF06039
70	PF00015
71	PF08447
72	PF02831
73	PF13328
74	PF02824
75	PF13291
76	PF04607
77	PF00742
78	PF00696
79	PF13840
80	PF01842
81	PF03447
82	PF04542
83	PF04545
84	PF04546
85	PF00140
86	PF03979
87	PF04539
88	PF00551
89	PF02911
90	PF13238
91	PF00216
92	PF02627
93	PF00072
94	PF03264
95	PF00528
96	PF00091
97	PF12327
98	PF09330
99	PF01565
100	PF02782
101	PF00370
102	PF04461
103	PF00571
104	PF00571
105	PF03471
106	PF12344
107	PF04851
108	PF00271
109	PF02151
110	PF03711
111	PF01276
112	PF03709
113	PF13437
114	PF13533
115	PF02350
116	PF02774
117	PF01118
118	PF13332
119	PF13332
120	PF13332
121	PF13332
122	PF15605
123	PF05860
124	PF04829
125	PF11944
126	PF02789
127	PF00883
128	PF13521
129	PF01381
130	PF01416
131	PF01416
132	PF11726
133	PF00005
134	PF07012
135	PF07012
136	PF07012
137	PF13416
138	PF00348
139	PF00158
140	PF13188
141	PF13377
142	PF00356
143	PF00575
144	PF00575
145	PF00575
146	PF00575
147	PF00575
148	PF00575
149	PF00521
150	PF03989
151	PF03989
152	PF03989
153	PF03989
154	PF03989
155	PF03989
156	PF01568
157	PF00384
158	PF14710
159	PF00873
160	PF08364
161	PF11987
162	PF00009
163	PF04760
164	PF04760
165	PF05195
166	PF00557
167	PF00440
168	PF00271
169	PF00270
170	PF13525
171	PF06185
172	PF00854
173	PF08240
174	PF00107
175	PF04131
176	PF00676
177	PF16870
178	PF02779
179	PF14602
180	PF14602
181	PF12464
182	PF00877
183	PF00384
184	PF01568
185	PF04879
186	PF13375
187	PF01512
188	PF10531
189	PF12838
190	PF00175
191	PF00970
192	PF00111
193	PF01678
194	PF01678
195	PF00370
196	PF00370
197	PF02782
198	PF07977
199	PF00392
200	PF07729
201	PF01381
202	PF12833
203	PF07690
204	PF03972
205	PF13520
206	PF00312
207	PF02861
208	PF02861
209	PF00004
210	PF07724
211	PF10431
212	PF02800
213	PF00044
214	PF03061
215	PF02801
216	PF00975
217	PF16197
218	PF08659
219	PF00109
220	PF08242
221	PF08242
222	PF00550
223	PF00550
224	PF00668
225	PF00698
226	PF00890
227	PF02910
228	PF05130
229	PF00005
230	PF00005
231	PF00390
232	PF03949
233	PF09339
234	PF01614
235	PF00248
236	PF02119
237	PF13505
238	PF00267
239	PF06429
240	PF07559
241	PF00460
242	PF00181
243	PF03947
244	PF02146
245	PF04995
246	PF01551
247	PF00575
248	PF00773
249	PF08206
250	PF05231
251	PF00563
252	PF02080
253	PF02080
254	PF06826
255	PF06826
256	PF00198
257	PF00364
258	PF00364
259	PF00364
260	PF02817
261	PF02798
262	PF00043
263	PF09160
264	PF00419
265	PF00171
266	PF01554
267	PF01554
