Feature	Pfam
0	PF12704
1	PF02687
2	PF05717
3	PF05818
4	PF04313
5	PF04851
6	PF12008
7	PF00809
8	PF05513
9	PF02417
10	PF02417
11	PF00440
12	PF05175
13	PF01636
14	PF01051
15	PF00665
16	PF02796
17	PF02687
18	PF12704
19	PF01323
20	PF13427
21	PF01909
22	PF13610
23	PF13610
24	PF13610
25	PF06067
26	PF02195
27	PF00593
28	PF07715
29	PF00809
30	PF02574
31	PF01420
32	PF01420
33	PF08388
34	PF00078
35	PF01636
36	PF06952
37	PF05857
38	PF02909
39	PF00440
40	PF07362
41	PF13604
42	PF07057
43	PF08751
44	PF04187
45	PF06924
46	PF07715
47	PF00593
48	PF03050
49	PF13005
50	PF13817
51	PF13007
52	PF10412
53	PF12615
54	PF01527
55	PF10723
56	PF13354
57	PF03230
58	PF01845
59	PF04205
60	PF07690
61	PF05261
62	PF04352
63	PF12602
64	PF01464
65	PF03544
66	PF02384
67	PF12161
68	PF00589
69	PF13610
70	PF13610
71	PF08534
72	PF12083
73	PF01848
74	PF02387
75	PF06006
76	PF06290
77	PF00324
78	PF01051
79	PF00989
80	PF00589
81	PF00436
82	PF04655
83	PF06122
84	PF03526
85	PF13614
86	PF01695
87	PF00186
88	PF00893
89	PF07128
90	PF00005
91	PF02661
92	PF03551
93	PF02604
94	PF13276
95	PF13518
96	PF13518
97	PF00665
98	PF01609
99	PF01527
100	PF08534
101	PF01555
102	PF01555
103	PF03239
104	PF01848
105	PF13728
106	PF08048
107	PF01609
108	PF05598
109	PF03333
110	PF02517
111	PF05509
112	PF10634
113	PF02452
114	PF02195
115	PF10624
116	PF07916
117	PF07178
118	PF04945
119	PF10080
120	PF13610
121	PF05717
122	PF09679
123	PF06504
124	PF07128
125	PF00384
126	PF01568
127	PF03797
128	PF00731
129	PF08178
130	PF00709
131	PF01315
132	PF02738
133	PF03471
134	PF01595
135	PF00571
136	PF07690
137	PF00440
138	PF08361
139	PF12804
140	PF00132
141	PF00132
142	PF00132
143	PF03466
144	PF00126
145	PF00216
146	PF03449
147	PF01272
148	PF01497
149	PF00589
150	PF02899
151	PF11471
152	PF02264
153	PF00989
154	PF02518
155	PF00512
156	PF02878
157	PF00408
158	PF02879
159	PF02880
160	PF06725
161	PF03562
162	PF10145
163	PF13508
164	PF06450
165	PF01228
166	PF02901
167	PF03783
168	PF09907
169	PF00218
170	PF00697
171	PF00196
172	PF00128
173	PF02806
174	PF00035
175	PF14622
176	PF13561
177	PF00171
178	PF13416
179	PF13365
180	PF13180
181	PF02954
182	PF00072
183	PF00158
184	PF03695
185	PF00717
186	PF01381
187	PF01832
188	PF08282
189	PF00367
190	PF02378
191	PF00202
192	PF01527
193	PF01527
194	PF01527
195	PF01272
196	PF14760
197	PF02580
198	PF01250
199	PF00924
200	PF12794
201	PF12795
202	PF00884
203	PF04413
