Feature	Pfam
0	PF01527
1	PF01527
2	PF00293
3	PF00005
4	PF05598
5	PF01609
6	PF05598
7	PF01609
8	PF05598
9	PF01609
10	PF09140
11	PF01850
12	PF03050
13	PF13817
14	PF13005
15	PF13007
16	PF07057
17	PF13604
18	PF05717
19	PF01527
20	PF01527
21	PF05261
22	PF00589
23	PF13954
24	PF13953
25	PF00577
26	PF12833
27	PF02395
28	PF03797
29	PF04014
30	PF13007
31	PF03050
32	PF13005
33	PF02753
34	PF00345
35	PF01402
36	PF00589
37	PF01527
38	PF05016
39	PF01527
40	PF03811
41	PF12759
42	PF06406
43	PF01845
44	PF05775
45	PF02395
46	PF13018
47	PF10784
48	PF03050
49	PF13817
50	PF13005
51	PF13007
52	PF13438
53	PF00239
54	PF05717
55	PF07362
56	PF08048
57	PF00717
58	PF13683
59	PF13018
60	PF02395
61	PF05857
62	PF10723
63	PF04352
64	PF12602
65	PF01464
66	PF06067
67	PF01051
68	PF01527
69	PF05717
70	PF05717
71	PF13730
72	PF13561
73	PF01238
74	PF00849
75	PF01479
76	PF02617
77	PF00501
78	PF00550
79	PF00550
80	PF00550
81	PF08242
82	PF00668
83	PF00668
84	PF00293
85	PF00245
86	PF02203
87	PF00672
88	PF00015
89	PF00122
90	PF00403
91	PF00403
92	PF00702
93	PF04055
94	PF13353
95	PF07687
96	PF01546
97	PF02371
98	PF01548
99	PF02371
100	PF01548
101	PF02371
102	PF01548
103	PF02371
104	PF01548
105	PF02371
106	PF01548
107	PF02371
108	PF01548
109	PF02371
110	PF01548
111	PF02371
112	PF01548
113	PF02371
114	PF01548
115	PF14821
116	PF00291
117	PF00005
118	PF08352
119	PF02311
120	PF12833
121	PF02594
122	PF04069
123	PF00486
124	PF07690
125	PF02368
126	PF16461
127	PF13023
128	PF00389
129	PF02826
130	PF00483
131	PF00171
132	PF00248
133	PF00293
134	PF05321
135	PF04383
136	PF00004
137	PF10431
138	PF02861
139	PF07724
140	PF03450
141	PF00941
142	PF00149
143	PF02776
144	PF02775
145	PF00205
146	PF13649
147	PF13174
148	PF13432
149	PF16331
150	PF13402
151	PF13322
152	PF17291
153	PF07694
154	PF02518
155	PF06580
156	PF04972
157	PF04972
158	PF08218
159	PF08275
160	PF13155
161	PF08278
162	PF01807
163	PF10410
164	PF00675
165	PF05193
166	PF05193
167	PF06429
168	PF00460
169	PF00294
170	PF06185
171	PF00528
172	PF03023
173	PF01476
174	PF01476
175	PF01464
176	PF01738
177	PF16320
178	PF00542
179	PF03702
180	PF03466
181	PF00126
182	PF01578
183	PF00196
184	PF12833
185	PF04760
186	PF04760
187	PF08364
188	PF11987
189	PF00009
190	PF00330
191	PF00694
192	PF01842
193	PF00696
194	PF04107
195	PF01261
196	PF04384
197	PF00198
198	PF02817
199	PF00364
200	PF02786
201	PF02785
202	PF00289
203	PF00155
204	PF07883
205	PF01381
206	PF00338
207	PF01118
208	PF02774
209	PF00534
210	PF13439
211	PF13740
212	PF01842
213	PF02806
214	PF00072
215	PF00158
216	PF02954
217	PF00490
218	PF03475
219	PF03473
220	PF00528
221	PF00210
222	PF00324
223	PF13806
224	PF01715
225	PF01619
226	PF00171
227	PF14850
228	PF08241
229	PF00884
230	PF08019
231	PF00781
232	PF02367
233	PF00528
234	PF00107
235	PF16884
236	PF02787
237	PF02142
238	PF02786
239	PF02786
240	PF12833
241	PF02311
242	PF01980
243	PF00164
244	PF09134
245	PF04542
246	PF04539
247	PF04545
248	PF00849
249	PF01479
250	PF01232
251	PF08125
252	PF02866
253	PF00056
254	PF00072
255	PF00196
256	PF00563
257	PF12792
258	PF16881
259	PF04055
260	PF00479
261	PF02781
262	PF02378
263	PF00359
264	PF02302
265	PF00496
266	PF12793
267	PF02597
268	PF00581
269	PF00581
270	PF06406
271	PF00189
272	PF07650
273	PF01432
274	PF00723
275	PF00072
276	PF00158
277	PF00255
278	PF00903
279	PF12850
280	PF00288
281	PF08544
282	PF05000
283	PF00623
284	PF00623
285	PF04997
286	PF04983
287	PF04998
288	PF02261
289	PF06826
290	PF06826
291	PF02080
292	PF02080
293	PF03349
294	PF01018
295	PF01926
296	PF00669
297	PF03795
298	PF00550
299	PF03550
300	PF00528
301	PF08282
302	PF14450
303	PF02491
304	PF00749
305	PF00486
306	PF00072
307	PF00175
308	PF00970
309	PF00285
310	PF01043
311	PF07517
312	PF02810
313	PF07516
314	PF04993
315	PF04994
316	PF03245
317	PF03245
318	PF08238
319	PF08238
320	PF08238
321	PF08238
322	PF00378
323	PF12804
324	PF00625
325	PF01312
326	PF13192
327	PF07992
328	PF01250
329	PF01208
330	PF06141
331	PF06141
332	PF01202
333	PF07963
334	PF03968
335	PF08245
336	PF02875
337	PF01225
338	PF06154
339	PF03527
340	PF14220
341	PF05593
342	PF05593
343	PF05593
344	PF05593
345	PF05593
346	PF05593
347	PF02629
348	PF00549
349	PF13247
350	PF00037
351	PF00271
352	PF00270
353	PF01026
354	PF00462
355	PF01554
356	PF01554
357	PF00512
358	PF02518
359	PF00346
360	PF00329
361	PF02776
362	PF00205
363	PF02775
364	PF01799
365	PF00111
366	PF07963
367	PF12019
368	PF01568
369	PF00384
370	PF05189
371	PF01137
372	PF00593
373	PF07660
374	PF07715
375	PF02342
376	PF07769
377	PF07769
378	PF07450
379	PF03100
380	PF00216
381	PF02302
382	PF00410
383	PF00535
384	PF10431
385	PF06689
386	PF07724
387	PF01261
388	PF07005
389	PF17042
390	PF01702
391	PF03797
392	PF02395
393	PF13018
394	PF03797
395	PF02395
396	PF13018
397	PF02578
398	PF00155
399	PF00497
400	PF06316
401	PF00453
402	PF00924
403	PF10781
404	PF01799
405	PF00111
406	PF01565
407	PF02913
408	PF07102
409	PF00482
410	PF00482
411	PF04204
412	PF00132
413	PF00132
414	PF00132
415	PF04613
416	PF14602
417	PF00532
418	PF00356
419	PF07859
420	PF00873
421	PF13365
422	PF00595
423	PF13180
424	PF00467
425	PF17136
426	PF17158
427	PF00990
428	PF02492
429	PF07683
430	PF17152
431	PF00990
432	PF02589
433	PF13183
434	PF11870
435	PF00873
436	PF13184
437	PF00575
438	PF08529
439	PF14520
440	PF00535
441	PF00577
442	PF13954
443	PF13953
444	PF13098
445	PF10411
446	PF04198
447	PF01381
448	PF03466
449	PF00126
450	PF02775
451	PF02776
452	PF00205
453	PF00271
454	PF04851
455	PF00196
456	PF00072
457	PF13407
458	PF00687
459	PF07702
460	PF00392
461	PF00126
462	PF03466
463	PF03466
464	PF00126
465	PF00106
466	PF00072
467	PF02518
468	PF01627
469	PF00989
470	PF00512
471	PF07690
472	PF00005
473	PF12857
474	PF10672
475	PF02277
476	PF00218
477	PF00697
478	PF01370
479	PF01867
480	PF00196
481	PF00072
482	PF13007
483	PF13005
484	PF13817
485	PF03050
486	PF13007
487	PF13005
488	PF13817
489	PF03050
490	PF13007
491	PF13005
492	PF13817
493	PF03050
494	PF00701
495	PF13419
496	PF03170
497	PF02733
498	PF02096
499	PF14849
500	PF04945
501	PF00122
502	PF00702
503	PF11967
504	PF02565
505	PF02548
506	PF00593
507	PF07715
508	PF07804
509	PF13657
510	PF01467
511	PF00950
512	PF08402
513	PF00005
514	PF01636
515	PF00282
516	PF01182
517	PF00015
518	PF08447
519	PF11356
520	PF06322
521	PF03120
522	PF03119
523	PF12826
524	PF01653
525	PF14520
526	PF00533
527	PF00975
528	PF08659
529	PF02801
530	PF00109
531	PF00668
532	PF16197
533	PF08242
534	PF08242
535	PF00698
536	PF00550
537	PF00550
538	PF02541
539	PF02401
540	PF00378
541	PF08461
542	PF00773
543	PF00575
544	PF08206
545	PF08206
546	PF02885
547	PF00591
548	PF07831
549	PF01161
550	PF03797
551	PF02395
552	PF02395
553	PF13018
554	PF01609
555	PF01609
556	PF01609
557	PF11924
558	PF11682
559	PF11230
560	PF09008
561	PF07729
562	PF00392
563	PF07484
564	PF03335
565	PF03335
566	PF03335
567	PF03335
568	PF03335
569	PF08400
570	PF01259
571	PF00072
572	PF00486
573	PF07973
574	PF03129
575	PF00587
576	PF02824
577	PF00293
578	PF13417
579	PF00043
580	PF05127
581	PF13718
582	PF17176
583	PF08351
584	PF07498
585	PF07497
586	PF00006
587	PF00083
588	PF12528
589	PF07963
590	PF03825
591	PF03447
592	PF00742
593	PF00696
594	PF06812
595	PF00005
596	PF05269
597	PF13617
598	PF00579
599	PF01479
600	PF13531
601	PF05958
602	PF01938
603	PF02881
604	PF00448
605	PF00512
606	PF16527
607	PF00672
608	PF02518
609	PF00005
610	PF00664
611	PF02872
612	PF00149
613	PF00959
614	PF13561
615	PF04290
616	PF00989
617	PF00512
618	PF02518
619	PF11808
620	PF05193
621	PF05193
622	PF16187
623	PF00675
624	PF12221
625	PF01145
626	PF07702
627	PF00392
628	PF16359
629	PF01627
630	PF02518
631	PF06832
632	PF00905
633	PF00912
634	PF00196
635	PF00563
636	PF00528
637	PF02421
638	PF07670
639	PF07670
640	PF07664
641	PF00005
642	PF03459
643	PF13538
644	PF13604
645	PF12158
646	PF13953
647	PF00577
648	PF13954
649	PF02801
650	PF00109
651	PF00899
652	PF03812
653	PF13522
654	PF00156
655	PF00152
656	PF03466
657	PF00126
658	PF01202
659	PF00271
660	PF00270
661	PF02540
662	PF00117
663	PF00958
664	PF00990
665	PF08448
666	PF00462
667	PF02581
668	PF00532
669	PF05175
670	PF06296
671	PF00013
672	PF01138
673	PF01138
