Feature	Pfam
0	PF02569
1	PF09864
2	PF00535
3	PF11045
4	PF13407
5	PF00664
6	PF00005
7	PF02753
8	PF00345
9	PF00486
10	PF00072
11	PF01979
12	PF02903
13	PF00128
14	PF01914
15	PF02826
16	PF01842
17	PF00389
18	PF01521
19	PF00158
20	PF02954
21	PF00072
22	PF05930
23	PF00813
24	PF00890
25	PF00596
26	PF01040
27	PF12833
28	PF02311
29	PF05231
30	PF08448
31	PF00563
32	PF00990
33	PF13426
34	PF08447
35	PF06004
36	PF00702
37	PF00122
38	PF00403
39	PF00381
40	PF02779
41	PF00676
42	PF16870
43	PF16078
44	PF10437
45	PF03099
46	PF00989
47	PF00072
48	PF00512
49	PF02518
50	PF01627
51	PF01032
52	PF08443
53	PF02492
54	PF07683
55	PF00356
56	PF00532
57	PF00072
58	PF00486
59	PF17157
60	PF00563
61	PF00990
62	PF10692
63	PF07883
64	PF12833
65	PF00206
66	PF14698
67	PF00532
68	PF01520
69	PF00491
70	PF07833
71	PF02728
72	PF01179
73	PF02727
74	PF00137
75	PF02875
76	PF01225
77	PF08245
78	PF00359
79	PF00909
80	PF00005
81	PF07720
82	PF00126
83	PF03466
84	PF14691
85	PF07992
86	PF00573
87	PF04085
88	PF01142
89	PF01142
90	PF00313
91	PF01455
92	PF03099
93	PF00005
94	PF12857
95	PF00730
96	PF06029
97	PF07063
98	PF05656
99	PF00005
100	PF00496
101	PF02302
102	PF00535
103	PF00345
104	PF03466
105	PF00126
106	PF13090
107	PF02503
108	PF13089
109	PF02880
110	PF02879
111	PF02878
112	PF00408
113	PF00111
114	PF12697
115	PF02874
116	PF00006
117	PF00306
118	PF00563
119	PF12792
120	PF00579
121	PF01323
122	PF03734
123	PF02690
124	PF00924
125	PF05552
126	PF03109
127	PF01842
128	PF16973
129	PF01052
130	PF01256
131	PF03853
132	PF00696
133	PF00583
134	PF00486
135	PF00072
136	PF04760
137	PF04760
138	PF08364
139	PF11987
140	PF00009
141	PF01435
142	PF01555
143	PF02357
144	PF01058
145	PF01019
146	PF01266
147	PF16358
148	PF13801
149	PF01476
150	PF01476
151	PF01464
152	PF00205
153	PF02776
154	PF02775
155	PF01564
156	PF17284
157	PF09290
158	PF01118
159	PF01642
160	PF02310
161	PF01232
162	PF08125
163	PF05222
164	PF12769
165	PF01262
166	PF02541
167	PF12801
168	PF12801
169	PF00903
170	PF05690
171	PF01799
172	PF00111
173	PF13360
174	PF05193
175	PF05193
176	PF00675
177	PF16187
178	PF13247
179	PF09163
180	PF03144
181	PF00009
182	PF03143
183	PF00990
184	PF17151
185	PF00512
186	PF00072
187	PF01627
188	PF02518
189	PF00497
190	PF00497
191	PF00367
192	PF02378
193	PF03446
194	PF00393
195	PF13533
196	PF13437
197	PF01297
198	PF13377
199	PF00356
200	PF00497
201	PF13419
202	PF13823
203	PF08240
204	PF00107
205	PF09312
206	PF00639
207	PF13616
208	PF03786
209	PF13419
210	PF02602
211	PF13437
212	PF13533
213	PF00486
214	PF00072
215	PF02080
216	PF00999
217	PF03471
218	PF01227
219	PF17128
220	PF13432
221	PF13432
222	PF07848
223	PF08223
224	PF02954
225	PF00158
226	PF00111
227	PF00970
228	PF00175
229	PF08240
230	PF00107
231	PF00186
232	PF03724
233	PF00497
234	PF09344
235	PF00596
236	PF00202
237	PF07730
238	PF02518
239	PF05231
240	PF00207
241	PF01835
242	PF11974
243	PF07703
244	PF04962
245	PF00551
246	PF02911
247	PF07356
248	PF08139
249	PF09485
250	PF00318
251	PF13640
252	PF00004
253	PF10431
254	PF02861
255	PF07724
256	PF01116
257	PF13502
258	PF13116
259	PF00571
260	PF00571
261	PF03471
262	PF03741
263	PF13091
264	PF13091
265	PF11622
266	PF00027
267	PF04247
268	PF00455
269	PF08220
270	PF07927
271	PF02401
272	PF00501
273	PF01553
274	PF02151
275	PF01541
276	PF14520
277	PF08459
278	PF04060
279	PF14697
280	PF16363
281	PF00586
282	PF02769
283	PF04055
284	PF06969
285	PF00009
286	PF00679
287	PF03144
288	PF14492
289	PF03764
290	PF05977
291	PF09669
292	PF00175
293	PF00970
294	PF01380
295	PF01380
296	PF00496
297	PF00873
298	PF00990
299	PF00563
300	PF13426
301	PF13426
302	PF01168
303	PF01541
304	PF00941
305	PF03450
306	PF04073
307	PF00012
308	PF00126
309	PF03466
310	PF01084
311	PF10685
312	PF10685
313	PF01177
314	PF01409
315	PF02912
316	PF04542
317	PF04545
318	PF02775
319	PF00205
320	PF02776
321	PF03328
322	PF00700
323	PF00669
324	PF02195
