Feature	Pfam
0	PF12833
1	PF00392
2	PF07702
3	PF03104
4	PF03104
5	PF00136
6	PF00550
7	PF00501
8	PF13193
9	PF00975
10	PF00668
11	PF00215
12	PF02518
13	PF00512
14	PF03602
15	PF00196
16	PF00970
17	PF00175
18	PF00111
19	PF04879
20	PF00384
21	PF01568
22	PF00977
23	PF13335
24	PF01078
25	PF13541
26	PF02900
27	PF01204
28	PF01179
29	PF02728
30	PF02727
31	PF07833
32	PF00108
33	PF02803
34	PF00766
35	PF01012
36	PF01548
37	PF00293
38	PF00756
39	PF00884
40	PF00575
41	PF00575
42	PF00575
43	PF00575
44	PF00575
45	PF00575
46	PF00816
47	PF00313
48	PF00258
49	PF00667
50	PF00175
51	PF00694
52	PF00330
53	PF01402
54	PF08753
55	PF04452
56	PF06440
57	PF02769
58	PF00586
59	PF00682
60	PF08502
61	PF03848
62	PF08211
63	PF00383
64	PF07037
65	PF13525
66	PF02311
67	PF12833
68	PF00698
69	PF13361
70	PF00580
71	PF12462
72	PF06788
73	PF00378
74	PF13464
75	PF13413
76	PF10662
77	PF00271
78	PF00270
79	PF00005
80	PF00664
81	PF00248
82	PF00189
83	PF07650
84	PF00384
85	PF10588
86	PF04879
87	PF01568
88	PF13510
89	PF00873
90	PF00196
91	PF00106
92	PF00849
93	PF01479
94	PF01783
95	PF00330
96	PF00072
97	PF01339
98	PF02378
99	PF02080
100	PF00999
101	PF03471
102	PF11127
103	PF00581
104	PF01263
105	PF07690
106	PF00089
107	PF00171
108	PF01380
109	PF01418
110	PF02151
111	PF08459
112	PF14520
113	PF01541
114	PF14559
115	PF00005
116	PF08352
117	PF02880
118	PF02879
119	PF02878
120	PF00408
121	PF01676
122	PF07719
123	PF07219
124	PF13432
125	PF13432
126	PF14559
127	PF05420
128	PF08281
129	PF04542
130	PF12848
131	PF16326
132	PF00005
133	PF00005
134	PF00171
135	PF10590
136	PF01243
137	PF01795
138	PF00392
139	PF07729
140	PF00419
141	PF00208
142	PF02812
143	PF00702
144	PF00122
145	PF00403
146	PF02321
147	PF02321
148	PF05951
149	PF01695
150	PF13091
151	PF13091
152	PF00005
153	PF00005
154	PF00005
155	PF00664
156	PF00141
157	PF00141
158	PF02390
159	PF01165
160	PF00108
161	PF02803
162	PF00881
163	PF02872
164	PF00149
165	PF04055
166	PF06969
167	PF01820
168	PF07478
169	PF01182
170	PF00771
171	PF00416
172	PF00877
173	PF02463
174	PF01063
175	PF00486
176	PF00072
177	PF00359
178	PF03320
179	PF00291
180	PF08282
181	PF01791
182	PF13377
183	PF00356
184	PF01568
185	PF00384
186	PF09285
187	PF01132
188	PF08207
189	PF08461
190	PF00773
191	PF08206
192	PF08206
193	PF00575
194	PF07043
195	PF04408
196	PF08482
197	PF00271
198	PF00270
199	PF04539
200	PF04542
201	PF00140
202	PF04545
203	PF01967
204	PF02080
205	PF02080
206	PF02254
207	PF02254
208	PF13458
209	PF13558
210	PF04310
211	PF16330
212	PF01276
213	PF03711
214	PF03709
215	PF13347
216	PF01948
217	PF02748
218	PF00005
219	PF04993
220	PF04994
221	PF01228
222	PF07702
223	PF00392
224	PF03594
225	PF00271
226	PF00176
227	PF12137
228	PF07690
229	PF02753
230	PF00345
231	PF00557
232	PF10576
233	PF00633
234	PF00730
235	PF00118
236	PF03600
237	PF00480
238	PF00370
239	PF02782
240	PF02597
241	PF13292
242	PF02779
243	PF02780
244	PF02261
245	PF14821
246	PF00291
247	PF00282
248	PF13183
249	PF13085
250	PF02445
251	PF09984
252	PF00512
253	PF02518
254	PF01627
255	PF00072
256	PF00813
257	PF07836
258	PF00682
259	PF02631
260	PF04542
261	PF04539
262	PF04545
263	PF00270
264	PF13307
265	PF06733
266	PF00359
267	PF02302
268	PF02378
269	PF00126
270	PF03466
271	PF00571
272	PF03471
273	PF01595
274	PF13714
275	PF00005
276	PF00756
277	PF02729
278	PF00185
279	PF07687
280	PF01546
281	PF00528
282	PF01039
283	PF00381
284	PF00702
285	PF00122
286	PF00690
287	PF00689
288	PF01380
289	PF01380
290	PF13522
291	PF03466
292	PF00126
293	PF00042
294	PF00175
295	PF00970
296	PF17157
297	PF00563
298	PF00990
299	PF01228
300	PF02901
301	PF00771
302	PF00085
303	PF14561
304	PF14559
305	PF00528
306	PF04365
307	PF03447
308	PF00696
309	PF00742
310	PF13840
311	PF01842
312	PF13954
313	PF00577
314	PF13953
315	PF01380
316	PF01380
317	PF02463
318	PF13476
319	PF02690
320	PF02472
321	PF01406
322	PF09190
323	PF13954
324	PF00577
325	PF13953
326	PF01171
327	PF09179
328	PF11734
329	PF09134
330	PF09134
331	PF09134
332	PF09134
333	PF09134
334	PF02369
335	PF02369
336	PF02369
337	PF11924
338	PF00356
339	PF13377
340	PF12833
341	PF14525
342	PF00589
343	PF00009
344	PF00679
345	PF03144
346	PF00905
347	PF03717
348	PF00580
349	PF13361
350	PF12705
351	PF07348
352	PF00005
353	PF00005
354	PF12848
355	PF02518
356	PF00512
357	PF07992
358	PF02852
359	PF00749
360	PF00589
361	PF00106
362	PF02817
363	PF00198
364	PF00364
365	PF00126
366	PF03466
367	PF03264
368	PF00294
369	PF02852
370	PF07992
371	PF04085
372	PF00072
373	PF02518
374	PF01627
375	PF00989
376	PF00512
377	PF08335
378	PF08335
379	PF03710
380	PF03710
381	PF00701
382	PF04204
