Feature	Pfam
0	PF02353
1	PF00133
2	PF00133
3	PF00133
4	PF08264
5	PF13603
6	PF00528
7	PF13193
8	PF00550
9	PF00668
10	PF00501
11	PF00501
12	PF04095
13	PF03091
14	PF07690
15	PF05130
16	PF13522
17	PF00156
18	PF00593
19	PF07715
20	PF03797
21	PF08053
22	PF00293
23	PF07690
24	PF00132
25	PF12848
26	PF00005
27	PF00005
28	PF07037
29	PF01725
30	PF00465
31	PF02264
32	PF02776
33	PF00205
34	PF02775
35	PF00154
36	PF03472
37	PF00196
38	PF00528
39	PF03466
40	PF00126
41	PF07963
42	PF02261
43	PF00884
44	PF00512
45	PF00072
46	PF00497
47	PF00497
48	PF02518
49	PF12800
50	PF13247
51	PF08238
52	PF08238
53	PF08238
54	PF08238
55	PF08238
56	PF08238
57	PF08238
58	PF08238
59	PF08238
60	PF01144
61	PF07729
62	PF00392
63	PF03471
64	PF00571
65	PF00571
66	PF03741
67	PF01979
68	PF05166
69	PF00270
70	PF13307
71	PF06733
72	PF12974
73	PF02350
74	PF00231
75	PF08402
76	PF00005
77	PF00924
78	PF12795
79	PF12794
80	PF09456
81	PF00072
82	PF00512
83	PF02518
84	PF02746
85	PF13378
86	PF02753
87	PF00345
88	PF00691
89	PF01389
90	PF00577
91	PF13954
92	PF13953
93	PF00813
94	PF04055
95	PF17157
96	PF00990
97	PF00563
98	PF00575
99	PF10150
100	PF13561
101	PF00419
102	PF00111
103	PF00370
104	PF00370
105	PF02782
106	PF03627
107	PF03628
108	PF12323
109	PF07282
110	PF01385
111	PF07690
112	PF00005
113	PF01979
114	PF07449
115	PF02780
116	PF00456
117	PF02779
118	PF05658
119	PF05658
120	PF05658
121	PF05658
122	PF05658
123	PF05658
124	PF05658
125	PF05658
126	PF05658
127	PF05658
128	PF05658
129	PF05658
130	PF13018
131	PF05662
132	PF05662
133	PF05662
134	PF05662
135	PF05662
136	PF05662
137	PF05662
138	PF05662
139	PF05662
140	PF05662
141	PF05662
142	PF05662
143	PF05662
144	PF05662
145	PF05662
146	PF03895
147	PF00480
148	PF00035
149	PF14622
150	PF07690
151	PF00145
152	PF00128
153	PF02806
154	PF00936
155	PF10662
156	PF07869
157	PF00496
158	PF00248
159	PF00248
160	PF02617
161	PF03948
162	PF01281
163	PF00155
164	PF00936
165	PF00936
166	PF02746
167	PF13378
168	PF13489
169	PF00316
170	PF02613
171	PF00293
172	PF03960
173	PF00456
174	PF02779
175	PF02780
176	PF00005
177	PF08402
178	PF00296
179	PF01149
180	PF06831
181	PF06827
182	PF03611
183	PF02578
184	PF02096
185	PF14849
186	PF12833
187	PF01926
188	PF13953
189	PF13954
190	PF00577
191	PF13953
192	PF13954
193	PF00577
194	PF13193
195	PF00550
196	PF00550
197	PF00501
198	PF00501
199	PF00668
200	PF00668
201	PF13098
202	PF10411
203	PF00920
204	PF00989
205	PF00158
206	PF02954
207	PF00141
208	PF00141
209	PF02386
210	PF00771
211	PF00370
212	PF02782
213	PF00528
214	PF02481
215	PF02646
216	PF00696
217	PF01472
218	PF13356
219	PF00589
220	PF00455
221	PF08220
222	PF02604
223	PF00672
224	PF00512
225	PF02518
226	PF01272
227	PF03449
228	PF01487
229	PF02482
230	PF03958
231	PF03958
232	PF03958
233	PF00263
234	PF00528
235	PF14450
236	PF01041
237	PF00005
238	PF00072
239	PF00196
240	PF08245
241	PF02875
242	PF01225
243	PF13520
244	PF00012
245	PF00923
246	PF12838
247	PF00512
248	PF02518
249	PF00989
250	PF00072
251	PF01627
252	PF12368
253	PF00581
254	PF00890
255	PF08220
256	PF00455
257	PF07729
258	PF00392
