Feature	Pfam
0	PF00419
1	PF03061
2	PF00593
3	PF07715
4	PF00126
5	PF03466
6	PF09330
7	PF01565
8	PF08125
9	PF01232
10	PF00271
11	PF00270
12	PF04014
13	PF00296
14	PF01300
15	PF01580
16	PF09397
17	PF13491
18	PF02545
19	PF00300
20	PF00367
21	PF00358
22	PF02378
23	PF01571
24	PF09699
25	PF13435
26	PF03621
27	PF00575
28	PF00575
29	PF00575
30	PF00575
31	PF00575
32	PF00575
33	PF03239
34	PF13472
35	PF00668
36	PF00975
37	PF00550
38	PF00501
39	PF12911
40	PF00528
41	PF07221
42	PF00430
43	PF13847
44	PF00359
45	PF01370
46	PF08351
47	PF13718
48	PF13718
49	PF05127
50	PF17176
51	PF01799
52	PF10518
53	PF00111
54	PF16353
55	PF02836
56	PF02929
57	PF02837
58	PF00703
59	PF00462
60	PF00672
61	PF02203
62	PF00015
63	PF00696
64	PF01472
65	PF12833
66	PF02403
67	PF00587
68	PF02518
69	PF01751
70	PF00986
71	PF00204
72	PF00580
73	PF13361
74	PF12705
75	PF13531
76	PF01931
77	PF00465
78	PF00825
79	PF00141
80	PF00141
81	PF01058
82	PF14720
83	PF01145
84	PF02843
85	PF01071
86	PF02844
87	PF00356
88	PF13377
89	PF00238
90	PF01253
91	PF01835
92	PF07703
93	PF00207
94	PF11974
95	PF00122
96	PF00702
97	PF00403
98	PF05974
99	PF13531
100	PF00294
101	PF00466
102	PF00375
103	PF13353
104	PF04055
105	PF00725
106	PF00725
107	PF02737
108	PF00378
109	PF00005
110	PF00005
111	PF00149
112	PF02872
113	PF08352
114	PF00005
115	PF13722
116	PF02554
117	PF00528
118	PF00005
119	PF00989
120	PF00512
121	PF11808
122	PF02518
123	PF00132
124	PF00132
125	PF00549
126	PF08442
127	PF00831
128	PF00532
129	PF00356
130	PF09350
131	PF00912
132	PF00905
133	PF17092
134	PF01924
135	PF13365
136	PF13180
137	PF00595
138	PF04493
139	PF00126
140	PF03466
141	PF00453
142	PF13353
143	PF02390
144	PF00072
145	PF00512
146	PF01627
147	PF00989
148	PF02518
149	PF00977
150	PF07690
151	PF05974
152	PF02653
153	PF00687
154	PF02826
155	PF11798
156	PF13438
157	PF00817
158	PF11799
159	PF01979
160	PF00009
161	PF00005
162	PF00675
163	PF05193
164	PF05193
165	PF01063
166	PF06325
167	PF01055
168	PF00883
169	PF12404
170	PF00089
171	PF00367
172	PF02378
173	PF00158
174	PF02954
175	PF00072
176	PF13361
177	PF00580
178	PF02784
179	PF00389
180	PF02826
181	PF00004
182	PF07724
183	PF10431
184	PF00873
185	PF13558
186	PF13476
187	PF02774
188	PF01118
189	PF00338
190	PF00009
191	PF06421
192	PF03144
193	PF00679
194	PF10753
195	PF01381
196	PF06812
197	PF16989
198	PF13407
199	PF00456
200	PF01116
201	PF00512
202	PF00672
203	PF02518
204	PF00664
205	PF00005
206	PF10696
207	PF01127
208	PF13413
209	PF13464
210	PF13954
211	PF00577
212	PF00583
213	PF00696
214	PF07690
215	PF01590
216	PF00158
217	PF02954
218	PF02107
219	PF00730
220	PF14815
221	PF10576
222	PF00633
223	PF01409
224	PF02912
225	PF02342
226	PF04542
227	PF04539
228	PF04545
229	PF08212
230	PF07690
231	PF12833
232	PF07731
233	PF07732
234	PF00394
235	PF02367
236	PF00005
237	PF01740
238	PF00916
239	PF03454
240	PF03453
241	PF00994
242	PF04055
243	PF13353
244	PF00113
245	PF03952
246	PF00196
247	PF13419
248	PF00072
249	PF02739
250	PF01612
251	PF00476
252	PF01367
253	PF08282
254	PF00579
255	PF00294
256	PF00005
257	PF07992
258	PF02852
259	PF10415
260	PF00206
261	PF01212
262	PF01709
263	PF03812
264	PF01728
265	PF02302
266	PF00551
267	PF00535
268	PF00171
269	PF13481
270	PF13541
271	PF17516
272	PF04352
273	PF11106
274	PF00140
275	PF04539
276	PF04545
277	PF04542
278	PF13484
279	PF08331
280	PF12464
281	PF14602
282	PF00132
283	PF00512
284	PF02518
285	PF08482
286	PF00270
287	PF00271
288	PF04408
289	PF03358
290	PF00691
291	PF00420
292	PF07969
293	PF01979
294	PF00449
295	PF04760
296	PF04760
297	PF08364
298	PF11987
299	PF00009
300	PF01520
301	PF11741
302	PF00271
303	PF11898
304	PF00270
305	PF04408
306	PF07717
307	PF07670
308	PF07670
309	PF02421
